map_size,robot_density,num_robots,load,arm,n,completed_orders_mean,completed_orders_ci_low,completed_orders_ci_high,avg_excess_delay_mean,avg_excess_delay_ci_low,avg_excess_delay_ci_high,deadlock_ratio_mean_mean,deadlock_ratio_mean_ci_low,deadlock_ratio_mean_ci_high,risk_rate_per_100_mean,risk_rate_per_100_ci_low,risk_rate_per_100_ci_high
40,0.18,288,high,hungarian,10,217.4,179.5105369784365,255.2894630215635,85.42630830866469,58.96852002641842,111.88409659091096,0.5363198,0.4836963070881869,0.5889432929118131,91.22668,89.44067106234971,93.0126889376503
40,0.18,288,high,jsq,10,233.1,187.86508923047867,278.3349107695213,73.41412236419855,51.819089092178814,95.00915563621828,0.4977856,0.4382995534307741,0.5572716465692259,89.35334,87.39164551017565,91.31503448982436
40,0.18,288,high,phasec,10,289.4,222.65703454716845,356.1429654528315,63.75775728362407,44.42849116961861,83.08702339762954,0.4050377,0.3264049178506567,0.48367048214934333,84.21333,80.09983464638019,88.32682535361981
40,0.18,288,low,combo_s1_j1,10,278.2,233.85582095114023,322.54417904885975,49.877968977801416,32.525473336016596,67.23046461958623,0.2838874,0.18602178205799802,0.381753017942002,72.98667,53.92441742819463,92.04892257180538
40,0.18,288,low,greedy,10,219.9,177.76412203634283,262.0358779636572,68.822405480812,35.675473116523186,101.9693378451008,0.4063581,0.2884872199353617,0.5242289800646384,79.92667,59.56017692602764,100.29316307397237
40,0.18,288,low,hungarian,10,207.4,165.49313575430108,249.30686424569893,81.72501471905736,40.617312863598485,122.83271657451623,0.429096,0.3091646769793215,0.5490273230206785,80.35333,59.96450861877333,100.74215138122668
40,0.18,288,low,jsq,10,219.6,177.39434670506708,261.80565329493294,68.7648982255899,35.66170535058081,101.868091100599,0.4064231,0.28851017259184647,0.5243360274081534,79.92667,59.56017692602764,100.29316307397237
40,0.18,288,low,phasec,10,280.4,233.90705958706522,326.8929404129347,53.56460294640792,33.39956955806366,73.72963633475219,0.2695907,0.15940868358368476,0.37977271641631527,64.83333,44.637081345093605,85.0295786549064
40,0.18,288,mid,combo_s1_j1,10,332.9,261.53903011548664,404.2609698845133,54.02742396730686,42.4643047501527,65.59054318446101,0.2878989,0.15597994104335008,0.4198178589566499,62.24,36.85599905596119,87.62400094403881
40,0.18,288,mid,greedy,10,266.3,208.73260642496297,323.86739357503706,78.79705155560933,43.00438774150814,114.58971536971052,0.4093383,0.28789943831724746,0.5307771616827525,77.54666,56.99601489607975,98.09730510392026
40,0.18,288,mid,hungarian,10,254.5,186.15085972276853,322.84914027723147,62.841385273170964,42.19778019827587,83.48499034806605,0.4214933,0.29481641407041403,0.548170185929586,79.03999,58.42222482777983,99.65775517222018
40,0.18,288,mid,jsq,10,261.1,200.93961362840054,321.2603863715995,78.18129377918487,39.713482198090844,116.6491053602789,0.4117119,0.2907972698376688,0.5326265301623313,76.96667,56.60716374182239,97.3261762581776
40,0.18,288,mid,phasec,10,323.1,282.81433217767716,363.3856678223229,53.43573558573424,41.3597010904859,65.51177008098259,0.3174863,0.2660730646307464,0.3688995353692536,77.58668,70.93276945687944,84.24059054312056
