variant,load,seed,arm,ticks,action_route_encoding,all_idle_candidate_contexts,all_idle_candidates_per_context_mean,all_idle_candidates_scored,assign_calls,assignment_time_ms_mean,avg_excess_delay,avg_excess_delay_label,avg_task_duration,bottleneck_CVaR,completed_order_flow_time_p95,completed_orders,completed_orders_delta_sum,completed_orders_per_congestion_event,completed_orders_per_severe_event,completed_tasks,completion_fraction,congestion_events,deadlock_ratio_max,deadlock_ratio_mean,decision_contexts_total,energy_candidates_per_context,energy_conv_active_contexts,energy_conv_active_rate,energy_conv_contexts,energy_conv_gate_g_mean,energy_conv_modified_decision_rate,energy_conv_modified_decisions,energy_conv_signal_selected_mean,energy_conv_v_state_mean,energy_conv_warmup_contexts,energy_conv_z_base_selected_mean,energy_conv_z_delta_selected_mean,energy_drift_signal,energy_noop_best_action_score_mean,energy_noop_contexts,energy_noop_cost_mean,energy_noop_deferred,energy_noop_rate,energy_noop_score_mean,energy_potential_mean,energy_score_mean,energy_scoring_candidates,energy_scoring_contexts,energy_scoring_mode,energy_service_relief_mean,fallback_greedy_calls,fallback_greedy_ratio,final_backlog_fraction,final_backlog_total,handoff_ratio_max,handoff_ratio_mean,long_risk_schema_version,model_assign_calls,model_inference_calls,model_inference_time_ms_mean,num_agents,online_robot_candidate_scope,open_order_age_p95,open_order_count,order_arrival_count,order_arrival_manifest_schema_version,order_arrival_replayed,pending_order_age_p95,pending_order_count,psi_dispatch_age_mean,psi_dispatch_attention_added,psi_dispatch_backlog_mean,psi_dispatch_changed_positions,psi_dispatch_contexts_seen,psi_dispatch_e_demand_modified,psi_dispatch_encoder_contract_verified,psi_dispatch_eval_calls,psi_dispatch_eval_time_ms_mean,psi_dispatch_hard_gate_added,psi_dispatch_head_loaded,psi_dispatch_j_mean,psi_dispatch_mode,psi_dispatch_no_assign_added,psi_dispatch_proposal_calls,psi_dispatch_reordered_calls,psi_dispatch_replacement_calls,psi_dispatch_replacement_count,psi_dispatch_requested_budget_mean,psi_dispatch_robot_scorer,psi_dispatch_robot_scorer_variant,psi_dispatch_s1_within_context,psi_dispatch_schema_version,psi_dispatch_service_debt_mean,psi_dispatch_service_mean,psi_dispatch_superset_size_mean,psi_dispatch_trace_dropped,psi_dispatch_trace_records,psi_dispatch_traffic_mean,psi_dispatch_unique_stations_mean,risk_guard_fallback,risk_guard_filtered,risk_max_count,risk_max_max,risk_max_mean,risk_max_min,risk_max_p50,risk_max_p90,risk_max_p95,risk_max_p99,risk_rate_per_100,severe_events,stall_ratio_max,stall_ratio_mean,station_admission_mode,station_capacity_rejections,station_max_committed_load,station_max_occupancy,station_pressure,unified_risk,wait_or_stall,wall_time_s,warmup_defer_calls,wm_label_cost
map20_r48_s4,high,927,ComboS1J1,1500,canonical_bfs_service_cell_v1,673,6.0669,4083,1500,118.9073,31.284823284823286,2.8652,45.562889812889814,0.1225,165.8,423,423.0,0.573948,0.616618,1924,0.740806,737,0.875,0.256583,673,0.0,202,0.3001,673,0.304551,0.0163,11,0.701395,11.125928,50,-1.359509,0.288364,combo,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,673,conversion,0.0,0,0.0,0.472855,270.0,0.083333,0.005958,long_risk_6d_quantile_combo_v2,1497,4083,25.0733,48,all_idle,577.8,148,571,layer5_order_arrival_manifest_v1,True,377.7,122,0.4740101282891723,False,0.6905136489780316,3314,4517,False,True,880,24.966505699029025,False,True,-0.06642917847683953,j_ascending,False,1497,411,70,74,4.1870407481629925,WorldModelTaskAssigner.select_robots_unmodified,s1_within_context,True,phase_c_psi_dispatch_v1,0.5822618886335945,0.6174654248489105,3.017368069472278,0,0,0.4141999954645985,1.5136363636363637,0,0,4083,1.058571,0.482932,-0.042925,0.51344,0.853332,0.908512,0.984189,49.1333,686,0.208333,0.070292,physical_only_legacy,11859,21,7,1.9701,1.0,0.0703,716.44,3,4.6104
map20_r48_s4,high,928,Greedy,1500,,,,,,,29.782193958664546,2.8247,44.05882352941177,0.1194,192.0,281,281.0,0.291494,0.299574,1258,0.500891,964,1.0,0.534653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.942959,529.0,0.083333,0.003097,,,,,48,,897.7,280,561,layer5_order_arrival_manifest_v1,False,780.0,249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.2667,938,0.229167,0.130222,physical_only_legacy,23275,19,7,2.812,1.0,0.1302,1033.83,,5.0679
map20_r48_s4,high,928,Hungarian,1500,,,,,,,34.70134730538922,3.1874,47.97754491017964,0.1375,402.5,191,191.0,0.198545,0.208061,1336,0.340463,962,1.0,0.502917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.283422,720.0,0.104167,0.005125,,,,,48,,1079.85,370,561,layer5_order_arrival_manifest_v1,True,1054.1,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.1333,918,0.270833,0.141569,physical_only_legacy,21261,20,7,2.7559,1.0,0.1416,1413.1,,5.2508
map20_r48_s4,high,928,JSQ,1500,,,,,,,32.90592014685635,3.0068,46.91693437356586,0.1286,197.0,539,539.0,1.548851,1.911348,2179,0.960784,348,0.25,0.042056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.039216,22.0,0.104167,0.006042,,,,,48,,77.55,22,561,layer5_order_arrival_manifest_v1,True,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.2,282,0.25,0.02725,physical_only_legacy,3160,21,7,1.363,1.0,0.0272,153.45,,4.3407
map20_r48_s4,high,928,PhaseC,1500,canonical_bfs_service_cell_v1,546,6.7875,3706,1500,80.0378,29.322538860103627,2.7685,43.45142487046632,0.1374,202.45,372,372.0,0.438163,0.447115,1544,0.663102,849,0.979167,0.404694,546,,,,,,,,,,,,,combo,,,,,,,,,,,off,,0,0.0,0.604278,339.0,0.104167,0.004792,long_risk_6d_quantile_combo_v2,1497,3706,24.9453,48,all_idle,803.4,189,561,layer5_order_arrival_manifest_v1,True,480.9,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3706,1.107464,0.525648,-0.000697,0.564956,0.934121,0.971056,1.024024,56.6,832,0.229167,0.103931,physical_only_legacy,17706,20,7,2.4226,1.0,0.1039,860.97,3,4.8368
map20_r48_s4,high,928,ComboS1J1,1500,canonical_bfs_service_cell_v1,745,11.9463,8900,1500,192.0506,30.93601462522852,2.9612,45.01965265082267,0.1327,178.25,540,540.0,2.410714,3.802817,2188,0.962567,224,0.229167,0.024514,745,0.0,161,0.2161,745,0.230942,0.004,3,0.678099,9.435519,50,-2.245173,0.200761,combo,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,745,conversion,0.0,0,0.0,0.037433,21.0,0.104167,0.005347,long_risk_6d_quantile_combo_v2,1497,8900,24.8753,48,all_idle,72.0,21,561,layer5_order_arrival_manifest_v1,True,0.0,0,0.05964522629901698,False,0.26076311349792336,100,905,False,True,597,25.180900341501985,False,True,0.06859764352475305,j_ascending,False,1497,43,8,8,11.295257181028724,WorldModelTaskAssigner.select_robots_unmodified,s1_within_context,True,phase_c_psi_dispatch_v1,0.16020416989847028,0.23688394915497765,0.6045424181696727,0,0,0.22071967769146625,1.1423785594639866,0,0,8900,1.046643,0.506525,-0.000149,0.506678,0.80898,0.879684,0.956548,14.9333,142,0.1875,0.017958,physical_only_legacy,2190,19,7,1.2403,1.0,0.018,378.27,3,4.2514
map20_r48_s4,high,929,Greedy,1500,,,,,,,34.209123222748815,3.0494,48.71800947867298,0.1092,185.4,384,384.0,0.529655,0.590769,1688,0.674868,725,1.0,0.340722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.595782,339.0,0.083333,0.008111,,,,,48,,610.0,185,569,layer5_order_arrival_manifest_v1,False,466.05,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.3333,650,0.270833,0.097111,physical_only_legacy,11582,20,7,1.906,1.0,0.0971,751.39,,4.684
map20_r48_s4,high,929,Hungarian,1500,,,,,,,32.72359058565955,3.0601,46.59551176792556,0.129,365.05,334,334.0,0.423321,0.450135,1827,0.586995,789,0.958333,0.339639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.787346,448.0,0.104167,0.006542,,,,,48,,769.8,235,569,layer5_order_arrival_manifest_v1,True,685.8,213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.6,742,0.1875,0.067833,physical_only_legacy,16590,17,7,2.2276,1.0,0.0678,606.3,,4.8407
map20_r48_s4,high,929,JSQ,1500,,,,,,,31.621523579201934,2.9225,46.47097944377267,0.141,201.4,359,359.0,0.426366,0.459079,1654,0.630931,842,0.916667,0.362083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.678383,386.0,0.083333,0.004708,,,,,48,,739.95,210,569,layer5_order_arrival_manifest_v1,True,588.75,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.1333,782,0.1875,0.04375,physical_only_legacy,19458,19,7,2.268,1.0,0.0437,309.82,,4.78
map20_r48_s4,high,929,PhaseC,1500,canonical_bfs_service_cell_v1,789,7.3207,5776,1500,121.8233,34.20871065114273,3.0188,48.47391116860716,0.1279,162.7,544,544.0,2.211382,4.945455,2319,0.956063,246,0.166667,0.027542,789,,,,,,,,,,,,,combo,,,,,,,,,,,off,,0,0.0,0.049209,28.0,0.104167,0.006736,long_risk_6d_quantile_combo_v2,1497,5776,25.0157,48,all_idle,88.2,25,569,layer5_order_arrival_manifest_v1,True,23.4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,5776,1.014713,0.48729,-0.00828,0.511902,0.775187,0.877354,0.956261,16.4,110,0.145833,0.017542,physical_only_legacy,2638,17,7,1.3051,1.0,0.0175,256.89,3,4.3074
map20_r48_s4,high,929,ComboS1J1,1500,canonical_bfs_service_cell_v1,790,7.862,6211,1500,141.6661,33.88678433060697,3.0044,47.980628497632374,0.1284,164.95,548,548.0,3.361963,6.372093,2323,0.963093,163,0.145833,0.018611,790,0.0,182,0.2304,790,0.23809,0.0101,8,0.663764,9.588186,50,-1.787248,0.290055,combo,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,790,conversion,0.0,0,0.0,0.036907,21.0,0.083333,0.006042,long_risk_6d_quantile_combo_v2,1497,6211,24.9744,48,all_idle,69.0,21,569,layer5_order_arrival_manifest_v1,True,0.0,0,0.040846278592905204,False,0.2513445823839111,50,890,False,True,608,25.346743745582277,False,True,0.0754715293514931,j_ascending,False,1497,20,9,9,7.2651970607882435,WorldModelTaskAssigner.select_robots_unmodified,s1_within_context,True,phase_c_psi_dispatch_v1,0.14609543048840823,0.23707927246735003,0.5945223780895124,0,0,0.20605464721245043,1.0888157894736843,0,0,6211,1.036591,0.474425,-0.003474,0.472,0.778,0.84184,0.947094,10.8667,86,0.145833,0.016097,physical_only_legacy,1966,17,7,1.2784,1.0,0.0161,288.77,3,4.2859
map20_r48_s4,high,930,Greedy,1500,,,,,,,31.679886685552407,3.0648,46.6166194523135,0.1615,230.8,223,223.0,0.189949,0.192076,1059,0.416045,1174,1.0,0.606583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.113806,597.0,0.083333,0.002792,,,,,48,,1062.0,313,536,layer5_order_arrival_manifest_v1,False,887.55,284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.2667,1161,0.166667,0.039389,physical_only_legacy,33060,17,7,3.0318,1.0,0.0394,387.4,,5.2491
map20_r48_s4,high,930,Hungarian,1500,,,,,,,28.04640718562874,2.7202,41.73652694610779,0.1417,182.25,146,146.0,0.112135,0.113619,668,0.272388,1302,1.0,0.764208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.393657,747.0,0.0625,0.001806,,,,,48,,1212.3,390,536,layer5_order_arrival_manifest_v1,True,1084.8,357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.8,1285,0.1875,0.11075,physical_only_legacy,38162,19,7,3.4804,1.0,0.1107,824.26,,5.3528
map20_r48_s4,high,930,JSQ,1500,,,,,,,31.729234793982997,3.1749,46.33682145192937,0.125,213.7,322,322.0,0.306959,0.325253,1529,0.600746,1049,0.958333,0.427167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.744403,399.0,0.083333,0.004764,,,,,48,,808.35,214,536,layer5_order_arrival_manifest_v1,True,634.2,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.9333,990,0.166667,0.079986,physical_only_legacy,20361,19,7,2.5281,1.0,0.08,791.14,,5.0565
map20_r48_s4,high,930,PhaseC,1500,canonical_bfs_service_cell_v1,703,4.5875,3225,1500,72.5038,36.59503722084367,3.3892,51.76129032258064,0.1288,188.6,453,453.0,0.681203,0.783737,2015,0.845149,665,0.854167,0.181944,703,,,,,,,,,,,,,combo,,,,,,,,,,,off,,0,0.0,0.23694,127.0,0.104167,0.007028,long_risk_6d_quantile_combo_v2,1497,3225,24.9683,48,all_idle,392.7,83,536,layer5_order_arrival_manifest_v1,True,219.15,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3225,1.081789,0.45861,-0.02352,0.481253,0.860792,0.946578,1.019419,44.3333,578,0.416667,0.091264,physical_only_legacy,6456,22,7,1.795,1.0,0.0913,797.94,3,4.8121
map20_r48_s4,high,930,ComboS1J1,1500,canonical_bfs_service_cell_v1,259,6.3282,1639,1500,103.1554,25.612903225806452,2.5545,39.77272727272727,0.138,220.4,147,147.0,0.108808,0.108889,682,0.274254,1351,0.979167,0.768611,259,0.0,100,0.3861,259,0.386638,0.0077,2,0.750276,11.542543,50,-0.862128,0.250075,combo,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,259,conversion,0.0,0,0.0,1.378731,739.0,0.145833,0.002542,long_risk_6d_quantile_combo_v2,1497,1639,24.8535,48,all_idle,1333.2,389,536,layer5_order_arrival_manifest_v1,True,1115.1,350,0.7909207934989387,False,0.8769455274510993,16335,17910,False,True,1329,24.53294372504214,False,True,-0.4052264731662297,j_ascending,False,1497,1186,74,78,0.8744154976619907,WorldModelTaskAssigner.select_robots_unmodified,s1_within_context,True,phase_c_psi_dispatch_v1,0.8339331604750435,0.4305244883379911,11.963927855711423,0,0,0.42688888627962984,2.5884123401053425,0,0,1639,1.069848,0.302502,-0.001914,0.120152,0.863911,0.910197,0.9749,90.0667,1350,0.229167,0.096056,physical_only_legacy,38543,16,7,3.5511,1.0,0.0961,988.65,3,5.2868
map20_r48_s4,high,931,Greedy,1500,,,,,,,34.2247191011236,3.2133,48.67550561797753,0.1291,183.95,508,508.0,0.927007,1.151927,2225,0.866894,548,0.875,0.162806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.208191,122.0,0.104167,0.007542,,,,,48,,459.9,78,586,layer5_order_arrival_manifest_v1,False,412.95,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.5333,441,0.270833,0.064556,physical_only_legacy,6898,19,7,1.7264,1.0,0.0646,349.49,,4.6635
map20_r48_s4,high,931,Hungarian,1500,,,,,,,36.90295188030732,3.3025,50.399514759401534,0.1224,489.8,337,337.0,0.616088,0.861893,2473,0.575085,547,0.541667,0.064653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.805461,472.0,0.083333,0.007681,,,,,48,,768.6,249,586,layer5_order_arrival_manifest_v1,True,731.7,223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.4667,391,0.291667,0.033778,physical_only_legacy,4762,22,7,1.5488,1.0,0.0338,218.75,,4.5818
map20_r48_s4,high,931,JSQ,1500,,,,,,,35.577453027139875,3.1499,49.890187891440505,0.1278,174.6,557,557.0,2.690821,4.125926,2395,0.950512,207,0.208333,0.028403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.051195,30.0,0.083333,0.008042,,,,,48,,172.8,29,586,layer5_order_arrival_manifest_v1,True,171.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.8,135,0.166667,0.021069,physical_only_legacy,2705,18,7,1.3366,1.0,0.0211,100.3,,4.3921
map20_r48_s4,high,931,PhaseC,1500,canonical_bfs_service_cell_v1,289,5.8097,1679,1500,38.1201,26.63164721141375,2.6166,40.66277561608301,0.1353,234.4,164,164.0,0.127925,0.128225,771,0.279863,1282,1.0,0.732431,289,,,,,,,,,,,,,combo,,,,,,,,,,,off,,0,0.0,1.385666,812.0,0.125,0.002722,long_risk_6d_quantile_combo_v2,1497,1679,24.9929,48,all_idle,1218.95,422,586,layer5_order_arrival_manifest_v1,True,1015.65,390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1679,1.034308,0.291352,-0.04376,0.159639,0.82384,0.883874,0.946084,85.4667,1279,0.145833,0.092014,physical_only_legacy,36829,15,7,3.4653,1.0,0.092,859.32,3,5.2683
map20_r48_s4,high,931,ComboS1J1,1500,canonical_bfs_service_cell_v1,602,5.2492,3160,1500,107.3893,31.59590643274854,3.0419,45.90701754385965,0.1249,206.5,395,395.0,0.523873,0.54785,1710,0.674061,754,0.958333,0.357472,602,0.0,192,0.3189,602,0.326432,0.005,3,0.695967,10.772888,50,-1.199222,0.302193,combo,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,602,conversion,0.0,0,0.0,0.590444,346.0,0.0625,0.004944,long_risk_6d_quantile_combo_v2,1497,3160,25.0931,48,all_idle,666.0,191,586,layer5_order_arrival_manifest_v1,True,458.3,155,0.6034193712041099,False,0.7480277074141299,5304,6494,False,True,943,24.976348668368473,False,True,-0.3346036676701121,j_ascending,False,1497,482,47,47,2.578490313961256,WorldModelTaskAssigner.select_robots_unmodified,s1_within_context,True,phase_c_psi_dispatch_v1,0.675723539309123,0.4137341493596118,4.338009352037409,0,0,0.26850559391840845,2.129374337221633,0,0,3160,1.021597,0.460354,-0.04376,0.528645,0.859015,0.899985,0.956433,50.2667,721,0.229167,0.039444,physical_only_legacy,19304,17,7,2.287,1.0,0.0394,534.15,3,4.8288
map20_r48_s4,high,932,Greedy,1500,,,,,,,30.863036303630363,2.7497,45.01815181518152,0.1436,195.6,272,272.0,0.252085,0.263056,1212,0.485714,1079,1.0,0.542917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.975,546.0,0.083333,0.003889,,,,,48,,889.8,288,560,layer5_order_arrival_manifest_v1,False,768.45,258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.9333,1034,0.1875,0.071264,physical_only_legacy,27931,17,7,2.8805,1.0,0.0713,588.2,,5.0299
map20_r48_s4,high,932,Hungarian,1500,,,,,,,27.82039711191336,2.552,41.84657039711191,0.1245,148.0,246,246.0,0.226937,0.231857,1108,0.439286,1084,1.0,0.591056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.073214,601.0,0.0625,0.002597,,,,,48,,944.0,314,560,layer5_order_arrival_manifest_v1,True,833.1,287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.2667,1061,0.208333,0.127931,physical_only_legacy,27130,21,7,3.0328,1.0,0.1279,771.64,,5.0448
map20_r48_s4,high,932,JSQ,1500,,,,,,,29.414693381906496,2.757,43.329083181542195,0.1268,229.3,415,415.0,0.435924,0.450108,1647,0.741071,952,0.9375,0.382222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,252.0,0.083333,0.008056,,,,,48,,788.4,145,560,layer5_order_arrival_manifest_v1,True,574.2,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.4667,922,0.25,0.103486,physical_only_legacy,16097,18,7,2.2926,1.0,0.1035,694.16,,4.755
map20_r48_s4,high,932,PhaseC,1500,canonical_bfs_service_cell_v1,764,9.1113,6961,1500,143.0835,33.9901654000894,2.9416,48.07152436298614,0.1283,209.4,534,534.0,1.521368,2.161943,2237,0.953571,351,0.333333,0.042986,764,,,,,,,,,,,,,combo,,,,,,,,,,,off,,0,0.0,0.046429,26.0,0.083333,0.008333,long_risk_6d_quantile_combo_v2,1497,6961,24.8484,48,all_idle,103.5,26,560,layer5_order_arrival_manifest_v1,True,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,6961,0.996993,0.504021,-0.021864,0.499809,0.812521,0.869183,0.928771,23.4,247,0.166667,0.021444,physical_only_legacy,3537,20,7,1.387,1.0,0.0214,319.75,3,4.314
map20_r48_s4,high,932,ComboS1J1,1500,canonical_bfs_service_cell_v1,572,6.4983,3717,1500,115.9794,28.98149290561382,2.7492,43.01727328809377,0.1406,232.75,406,406.0,0.465596,0.496333,1621,0.725,872,0.9375,0.382417,572,0.0,223,0.3899,572,0.401129,0.0227,13,0.738149,11.831669,50,-1.30894,0.225323,combo,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,572,conversion,0.0,0,0.0,0.482143,270.0,0.0625,0.003819,long_risk_6d_quantile_combo_v2,1497,3717,24.8952,48,all_idle,787.05,154,560,layer5_order_arrival_manifest_v1,True,626.25,116,0.46931735744793884,False,0.6395413501396179,2719,3846,False,True,981,24.848882975692838,False,True,-0.08656204650899608,j_ascending,False,1497,519,73,76,4.044756179024716,WorldModelTaskAssigner.select_robots_unmodified,s1_within_context,True,phase_c_psi_dispatch_v1,0.5544293537937837,0.5536291425363841,2.5691382765531063,0,0,0.3821054720331915,1.746177370030581,0,0,3717,1.049382,0.473247,-0.021864,0.455668,0.887363,0.92717,0.980126,58.1333,818,0.291667,0.140653,physical_only_legacy,13628,22,7,2.2401,1.0,0.1407,1001.08,3,4.7758
map20_r48_s4,high,933,Greedy,1500,,,,,,,34.29931120851597,3.2844,48.69317470256731,0.119,225.0,359,359.0,0.394072,0.428401,1597,0.644524,911,1.0,0.395125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.64991,362.0,0.104167,0.005458,,,,,48,,711.45,198,557,layer5_order_arrival_manifest_v1,False,505.65,164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.7333,838,0.25,0.104986,physical_only_legacy,17811,21,7,2.489,1.0,0.105,770.41,,5.1107
map20_r48_s4,high,933,Hungarian,1500,,,,,,,32.05992141453831,3.1371,45.549115913555994,0.1097,494.75,150,150.0,0.121556,0.126904,1018,0.2693,1234,1.0,0.635347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.432675,798.0,0.083333,0.004139,,,,,48,,1192.2,407,557,layer5_order_arrival_manifest_v1,True,1143.0,391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.2667,1182,0.3125,0.175917,physical_only_legacy,26268,21,7,3.1809,1.0,0.1759,1543.01,,5.4446
map20_r48_s4,high,933,JSQ,1500,,,,,,,32.58703071672355,3.1763,46.71740614334471,0.1395,209.6,343,343.0,0.38196,0.398837,1465,0.615799,898,0.979167,0.438097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.705566,393.0,0.083333,0.006458,,,,,48,,769.05,214,557,layer5_order_arrival_manifest_v1,True,589.5,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.8667,860,0.1875,0.086514,physical_only_legacy,21081,17,7,2.5325,1.0,0.0865,624.19,,5.0804
map20_r48_s4,high,933,PhaseC,1500,canonical_bfs_service_cell_v1,559,5.61,3136,1500,68.7627,33.20290771175727,3.1915,47.312262958280655,0.1123,200.05,372,372.0,0.383505,0.419865,1582,0.667864,970,1.0,0.385833,559,,,,,,,,,,,,,combo,,,,,,,,,,,off,,0,0.0,0.59605,332.0,0.104167,0.008472,long_risk_6d_quantile_combo_v2,1497,3136,24.8975,48,all_idle,694.0,185,557,layer5_order_arrival_manifest_v1,True,476.1,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3136,1.029748,0.487993,0.066933,0.491032,0.837152,0.884531,0.975208,64.6667,886,0.229167,0.089778,physical_only_legacy,18503,21,7,2.4262,1.0,0.0898,859.42,3,5.0109
map20_r48_s4,high,933,ComboS1J1,1500,canonical_bfs_service_cell_v1,350,5.1457,1801,1500,107.9632,28.941544885177453,2.926,43.643006263048015,0.0902,212.0,205,205.0,0.157692,0.158792,958,0.368043,1300,1.0,0.664778,350,0.0,110,0.3143,350,0.344717,0.0114,4,0.737188,12.283965,50,-0.757388,0.263644,combo,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,350,conversion,0.0,0,0.0,1.197487,667.0,0.0625,0.002944,long_risk_6d_quantile_combo_v2,1497,1801,24.8101,48,all_idle,1177.35,352,557,layer5_order_arrival_manifest_v1,True,972.6,315,0.6859200379106923,False,0.8261386359412873,9033,10678,False,True,1306,24.32842656490814,False,True,-0.2321795776115245,j_ascending,False,1497,1071,106,110,0.9552438209752839,WorldModelTaskAssigner.select_robots_unmodified,s1_within_context,True,phase_c_psi_dispatch_v1,0.7560293369259867,0.6837767290386142,7.132932531730127,0,0,0.3639227895903094,2.1309341500765697,0,0,1801,1.069418,0.402833,0.081676,0.245481,0.891731,0.93541,0.999274,86.6667,1291,0.333333,0.214319,physical_only_legacy,24200,19,7,2.9804,1.0,0.2143,2008.62,3,5.2577
map20_r48_s4,high,934,Greedy,1500,,,,,,,17.813953488372093,1.7119,32.467441860465115,0.1401,168.9,84,84.0,0.059406,0.059532,430,0.16092,1414,1.0,0.852472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.605364,838.0,0.104167,0.000875,,,,,48,,1388.65,438,522,layer5_order_arrival_manifest_v1,False,1146.3,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.2667,1411,0.1875,0.118764,physical_only_legacy,42094,16,7,3.762,1.0,0.1188,1072.59,,4.9957
map20_r48_s4,high,934,Hungarian,1500,,,,,,,33.8250114521301,3.1263,47.41639945029775,0.1418,176.0,501,501.0,1.06823,1.383978,2183,0.95977,469,0.291667,0.059292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04023,21.0,0.083333,0.008875,,,,,48,,69.0,21,522,layer5_order_arrival_manifest_v1,True,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.2667,362,0.270833,0.035736,physical_only_legacy,3958,21,7,1.4221,1.0,0.0357,179.73,,4.4517
map20_r48_s4,high,934,JSQ,1500,,,,,,,31.147034930950447,2.9887,45.06011372867587,0.1345,251.4,269,269.0,0.234934,0.244102,1231,0.515326,1145,0.9375,0.515792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.915709,478.0,0.104167,0.006014,,,,,48,,874.2,253,522,layer5_order_arrival_manifest_v1,True,704.4,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.3333,1102,0.333333,0.195083,physical_only_legacy,18041,22,7,2.7214,1.0,0.1951,1560.78,,5.1847
map20_r48_s4,high,934,PhaseC,1500,canonical_bfs_service_cell_v1,466,7.5794,3532,1500,75.1798,31.44119907763259,3.015,45.68870099923136,0.1363,249.85,322,322.0,0.282456,0.299257,1301,0.616858,1140,1.0,0.474319,466,,,,,,,,,,,,,combo,,,,,,,,,,,off,,0,0.0,0.693487,362.0,0.104167,0.007222,long_risk_6d_quantile_combo_v2,1497,3532,24.9082,48,all_idle,858.3,200,522,layer5_order_arrival_manifest_v1,True,579.9,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3532,1.111137,0.549064,-0.028432,0.657698,0.919496,0.957326,1.004976,76.0,1076,0.291667,0.136125,physical_only_legacy,20015,22,7,2.5432,1.0,0.1361,1173.36,3,5.0515
