variant,load,seed,arm,ticks,action_route_encoding,all_idle_candidate_contexts,all_idle_candidates_per_context_mean,all_idle_candidates_scored,assign_calls,assignment_time_ms_mean,avg_excess_delay,avg_excess_delay_label,avg_task_duration,bottleneck_CVaR,completed_order_flow_time_p95,completed_orders,completed_orders_delta_sum,completed_orders_per_congestion_event,completed_orders_per_severe_event,completed_tasks,completion_fraction,congestion_events,deadlock_ratio_max,deadlock_ratio_mean,decision_contexts_total,energy_candidates_per_context,energy_conv_active_contexts,energy_conv_active_rate,energy_conv_contexts,energy_conv_gate_g_mean,energy_conv_modified_decision_rate,energy_conv_modified_decisions,energy_conv_signal_selected_mean,energy_conv_v_state_mean,energy_conv_warmup_contexts,energy_conv_z_base_selected_mean,energy_conv_z_delta_selected_mean,energy_drift_signal,energy_noop_best_action_score_mean,energy_noop_contexts,energy_noop_cost_mean,energy_noop_deferred,energy_noop_rate,energy_noop_score_mean,energy_potential_mean,energy_score_mean,energy_scoring_candidates,energy_scoring_contexts,energy_scoring_mode,energy_service_relief_mean,fallback_greedy_calls,fallback_greedy_ratio,final_backlog_fraction,final_backlog_total,handoff_ratio_max,handoff_ratio_mean,long_risk_schema_version,model_assign_calls,model_inference_calls,model_inference_time_ms_mean,num_agents,online_robot_candidate_scope,open_order_age_p95,open_order_count,order_arrival_count,order_arrival_manifest_schema_version,order_arrival_replayed,pending_order_age_p95,pending_order_count,psi_dispatch_age_mean,psi_dispatch_attention_added,psi_dispatch_backlog_mean,psi_dispatch_changed_positions,psi_dispatch_contexts_seen,psi_dispatch_e_demand_modified,psi_dispatch_encoder_contract_verified,psi_dispatch_eval_calls,psi_dispatch_eval_time_ms_mean,psi_dispatch_hard_gate_added,psi_dispatch_head_loaded,psi_dispatch_j_mean,psi_dispatch_mode,psi_dispatch_no_assign_added,psi_dispatch_proposal_calls,psi_dispatch_reordered_calls,psi_dispatch_replacement_calls,psi_dispatch_replacement_count,psi_dispatch_requested_budget_mean,psi_dispatch_robot_scorer,psi_dispatch_robot_scorer_variant,psi_dispatch_s1_within_context,psi_dispatch_schema_version,psi_dispatch_service_debt_mean,psi_dispatch_service_mean,psi_dispatch_superset_size_mean,psi_dispatch_trace_dropped,psi_dispatch_trace_records,psi_dispatch_traffic_mean,psi_dispatch_unique_stations_mean,risk_guard_fallback,risk_guard_filtered,risk_max_count,risk_max_max,risk_max_mean,risk_max_min,risk_max_p50,risk_max_p90,risk_max_p95,risk_max_p99,risk_rate_per_100,severe_events,stall_ratio_max,stall_ratio_mean,station_admission_mode,station_capacity_rejections,station_max_committed_load,station_max_occupancy,station_pressure,unified_risk,wait_or_stall,wall_time_s,warmup_defer_calls,wm_label_cost
map20_r48_s4,high,900,Greedy,1500,,,,,,,32.902815013404826,2.9623,47.19168900804289,0.1209,212.35,332,332.0,0.331007,0.35508,1492,0.5918,1003,1.0,0.43525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.755793,424.0,0.083333,0.005069,,,,,48,,822.4,229,561,layer5_order_arrival_manifest_v1,False,655.8,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.8667,935,0.208333,0.066361,physical_only_legacy,21955,16,7,2.468,1.0,0.0664,562.6,,4.9024
map20_r48_s4,high,900,Hungarian,1500,,,,,,,26.276657060518733,2.499,39.62391930835735,0.1082,156.0,155,155.0,0.11805,0.119876,694,0.276292,1313,1.0,0.753444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.388592,779.0,0.125,0.002208,,,,,48,,1177.5,406,561,layer5_order_arrival_manifest_v1,True,1058.0,373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.5333,1293,0.25,0.159931,physical_only_legacy,33795,18,7,3.4896,1.0,0.1599,1226.88,,5.2624
map20_r48_s4,high,900,JSQ,1500,,,,,,,34.139799038881605,3.0232,47.9912625600699,0.1272,177.2,537,537.0,1.504202,2.174089,2289,0.957219,357,0.208333,0.038958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.044563,25.0,0.104167,0.009722,,,,,48,,115.2,24,561,layer5_order_arrival_manifest_v1,True,45.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.8,247,0.145833,0.02275,physical_only_legacy,3627,16,7,1.3295,1.0,0.0227,110.58,,4.3263
map20_r48_s4,high,900,PhaseC,1500,canonical_bfs_service_cell_v1,776,8.759,6797,1500,141.3771,33.555701754385964,3.0358,47.52807017543859,0.1303,169.15,540,540.0,2.347826,3.506494,2280,0.962567,230,0.270833,0.028167,776,,,,,,,,,,,,,combo,,,,,,,,,,,off,,0,0.0,0.037433,21.0,0.104167,0.008458,long_risk_6d_quantile_combo_v2,1497,6797,25.0907,48,all_idle,63.0,21,561,layer5_order_arrival_manifest_v1,True,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,6797,1.052168,0.425506,0.012114,0.408109,0.721677,0.81193,0.907113,15.3333,154,0.1875,0.021403,physical_only_legacy,2688,18,7,1.2603,1.0,0.0214,315.12,3,4.2997
map20_r48_s4,high,900,ComboS1J1,1500,canonical_bfs_service_cell_v1,334,6.8832,2299,1500,118.1172,25.49669603524229,2.417,39.74559471365639,0.157,238.0,197,197.0,0.16281,0.166245,908,0.351159,1210,1.0,0.665069,334,0.0,139,0.4162,334,0.417239,0.012,4,0.70674,11.010073,50,-1.085169,0.154256,combo,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,334,conversion,0.0,0,0.0,1.235294,693.0,0.083333,0.002347,long_risk_6d_quantile_combo_v2,1497,2299,25.1768,48,all_idle,1148.55,364,561,layer5_order_arrival_manifest_v1,True,1006.8,329,0.74131434087011,False,0.8635400375130906,13705,15828,False,True,1281,24.597561743712397,False,True,-0.45162980828300825,j_ascending,False,1497,1079,86,89,2.255177020708083,WorldModelTaskAssigner.select_robots_unmodified,s1_within_context,True,phase_c_psi_dispatch_v1,0.8024271891916609,0.3615382700414313,10.57314629258517,0,0,0.34005649177588676,2.9523809523809526,0,0,2299,1.101386,0.340401,0.012114,0.205292,0.810415,0.874298,0.942971,80.6667,1185,0.208333,0.119625,physical_only_legacy,30961,16,7,3.0761,1.0,0.1196,1459.88,3,5.0232
map20_r48_s4,high,901,Greedy,1500,,,,,,,31.113300492610836,2.9478,45.600281491907104,0.1355,214.75,322,322.0,0.357778,0.370115,1421,0.573975,900,0.979167,0.470403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.796791,447.0,0.0625,0.002639,,,,,48,,881.1,239,561,layer5_order_arrival_manifest_v1,False,685.95,208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,870,0.145833,0.042819,physical_only_legacy,25191,14,7,2.5569,1.0,0.0428,322.67,,4.9306
map20_r48_s4,high,901,Hungarian,1500,,,,,,,36.291201429209465,3.2014,50.28852166145601,0.1282,155.0,538,538.0,1.427056,1.868056,2239,0.959002,377,0.229167,0.0415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.040998,23.0,0.083333,0.009417,,,,,48,,92.4,23,561,layer5_order_arrival_manifest_v1,True,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.1333,288,0.1875,0.024903,physical_only_legacy,3835,17,7,1.4709,1.0,0.0249,109.13,,4.4893
map20_r48_s4,high,901,JSQ,1500,,,,,,,27.33926981300089,2.645,41.3820124666073,0.1425,199.2,259,259.0,0.233544,0.236746,1123,0.461676,1109,0.979167,0.605819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.01426,569.0,0.0625,0.002431,,,,,48,,1058.85,302,561,layer5_order_arrival_manifest_v1,True,894.5,267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.9333,1094,0.145833,0.064903,physical_only_legacy,31154,13,7,3.0019,1.0,0.0649,724.51,,5.0309
map20_r48_s4,high,901,PhaseC,1500,canonical_bfs_service_cell_v1,786,9.3702,7365,1500,151.1258,31.85726756874727,2.9672,45.91051942383239,0.1263,141.2,537,537.0,14.916667,31.588235,2291,0.957219,36,0.166667,0.010486,786,,,,,,,,,,,,,combo,,,,,,,,,,,off,,0,0.0,0.042781,24.0,0.0625,0.004125,long_risk_6d_quantile_combo_v2,1497,7365,24.9516,48,all_idle,85.65,24,561,layer5_order_arrival_manifest_v1,True,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,7365,1.002955,0.406983,-0.067416,0.399617,0.656937,0.734799,0.882181,2.4,17,0.125,0.012431,physical_only_legacy,1474,16,7,1.1793,1.0,0.0124,289.89,3,4.212
map20_r48_s4,high,901,ComboS1J1,1500,canonical_bfs_service_cell_v1,770,7.7896,5998,1500,135.8597,34.9879786286732,3.1012,49.092609082813894,0.1253,165.35,534,534.0,2.311688,4.377049,2246,0.951872,231,0.1875,0.030403,770,0.0,191,0.2481,770,0.256426,0.0013,1,0.684324,9.122648,50,-1.810797,0.308556,combo,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,770,conversion,0.0,0,0.0,0.048128,27.0,0.104167,0.00625,long_risk_6d_quantile_combo_v2,1497,5998,24.8812,48,all_idle,108.3,27,561,layer5_order_arrival_manifest_v1,True,0.0,0,0.042100244589608954,False,0.24576806931963613,42,863,False,True,587,25.005584341526234,False,True,0.08072749624525107,j_ascending,False,1497,16,2,2,7.151636606546426,WorldModelTaskAssigner.select_robots_unmodified,s1_within_context,True,phase_c_psi_dispatch_v1,0.14393415695462275,0.2404972088144421,0.5764863059452238,0,0,0.20882609758530404,1.06984667802385,0,0,5998,1.037212,0.440844,-0.067416,0.435995,0.745031,0.835577,0.929357,15.4,122,0.125,0.016833,physical_only_legacy,3046,17,7,1.3914,1.0,0.0168,274.59,3,4.3885
map20_r48_s4,high,902,Greedy,1500,,,,,,,25.50845253576073,2.3714,39.90767230169051,0.1128,148.1,160,160.0,0.134116,0.137339,769,0.304183,1193,1.0,0.700153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.326996,698.0,0.083333,0.001597,,,,,48,,1139.75,366,526,layer5_order_arrival_manifest_v1,False,970.35,332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.5333,1165,0.229167,0.117458,physical_only_legacy,33529,17,7,3.2963,1.0,0.1175,909.86,,5.0641
map20_r48_s4,high,902,Hungarian,1500,,,,,,,36.41624828845276,2.9586,50.104974897307166,0.1304,198.0,421,421.0,0.656786,0.717206,2191,0.80038,641,0.479167,0.0905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.374525,197.0,0.104167,0.011306,,,,,48,,317.4,105,526,layer5_order_arrival_manifest_v1,True,287.7,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.7333,587,0.229167,0.035333,physical_only_legacy,6662,21,7,1.7455,1.0,0.0353,191.59,,4.5178
map20_r48_s4,high,902,JSQ,1500,,,,,,,30.662073966642495,2.7718,44.60333575054387,0.1198,204.55,290,290.0,0.260323,0.2723,1379,0.551331,1114,0.979167,0.458944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.840304,442.0,0.125,0.007333,,,,,48,,898.5,236,526,layer5_order_arrival_manifest_v1,True,617.25,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.2667,1065,0.208333,0.105417,physical_only_legacy,20805,20,7,2.6085,1.0,0.1054,720.31,,4.9153
map20_r48_s4,high,902,PhaseC,1500,canonical_bfs_service_cell_v1,319,7.9906,2549,1500,54.9022,24.065040650406505,2.2753,38.113821138211385,0.1323,185.65,210,210.0,0.168404,0.168404,861,0.39924,1247,1.0,0.680097,319,,,,,,,,,,,,,combo,,,,,,,,,,,off,,0,0.0,1.121673,590.0,0.083333,0.001944,long_risk_6d_quantile_combo_v2,1497,2549,24.8696,48,all_idle,1203.75,316,526,layer5_order_arrival_manifest_v1,True,871.2,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2549,1.030204,0.380933,0.026432,0.271319,0.836149,0.88529,0.93933,83.1333,1247,0.166667,0.056167,physical_only_legacy,35811,15,7,3.1936,1.0,0.0562,685.6,3,4.9229
map20_r48_s4,high,902,ComboS1J1,1500,canonical_bfs_service_cell_v1,513,7.7368,3969,1500,124.1742,31.432918395573996,2.8277,45.495850622406635,0.1294,214.7,307,307.0,0.293219,0.311359,1446,0.58365,1047,0.958333,0.416861,513,0.0,215,0.4191,513,0.421908,0.0175,9,0.743026,13.164462,50,-1.595775,0.199593,combo,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,513,conversion,0.0,0,0.0,0.775665,408.0,0.083333,0.004958,long_risk_6d_quantile_combo_v2,1497,3969,24.8957,48,all_idle,816.6,219,526,layer5_order_arrival_manifest_v1,True,571.8,189,0.5938030200916935,False,0.8048196194449292,5276,6747,False,True,942,24.74454195671685,False,True,-0.19466163942746956,j_ascending,False,1497,599,63,65,4.621910487641951,WorldModelTaskAssigner.select_robots_unmodified,s1_within_context,True,phase_c_psi_dispatch_v1,0.699311319768305,0.66852483499756,4.507014028056112,0,0,0.3407745256841103,1.6029723991507432,0,0,3969,1.130923,0.539417,0.026859,0.588018,0.934803,0.973329,1.046254,69.8,986,0.333333,0.116375,physical_only_legacy,17392,22,7,2.4606,1.0,0.1164,1055.55,3,4.8899
map20_r48_s4,high,903,Greedy,1500,,,,,,,35.95571488823281,2.9365,50.25685364824968,0.1303,193.8,565,565.0,1.686567,2.394068,2371,0.932343,335,0.229167,0.039264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.075908,46.0,0.083333,0.007153,,,,,48,,141.0,41,606,layer5_order_arrival_manifest_v1,False,192.0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.3333,236,0.166667,0.020514,physical_only_legacy,3670,18,7,1.3713,1.0,0.0205,115.61,,4.3047
map20_r48_s4,high,903,Hungarian,1500,,,,,,,28.69134775374376,2.6281,41.9134775374376,0.1418,196.65,242,242.0,0.226592,0.230257,1202,0.39934,1068,1.0,0.556722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.166667,707.0,0.125,0.004014,,,,,48,,920.55,364,606,layer5_order_arrival_manifest_v1,True,851.7,343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.2,1051,0.208333,0.112889,physical_only_legacy,25958,19,7,2.8543,1.0,0.1129,667.49,,4.996
map20_r48_s4,high,903,JSQ,1500,,,,,,,31.95691489361702,2.8594,46.58191489361702,0.1323,222.3,459,459.0,0.633978,0.684054,1880,0.757426,724,0.854167,0.267583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.433993,263.0,0.0625,0.006292,,,,,48,,640.2,147,606,layer5_order_arrival_manifest_v1,True,483.75,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.2667,671,0.145833,0.054625,physical_only_legacy,12541,19,7,1.9271,1.0,0.0546,453.23,,4.5802
map20_r48_s4,high,903,PhaseC,1500,canonical_bfs_service_cell_v1,815,7.0638,5757,1500,121.3312,32.96714406065712,2.7526,47.12889637742207,0.13,154.0,572,572.0,3.091892,5.345794,2374,0.943894,185,0.229167,0.024708,815,,,,,,,,,,,,,combo,,,,,,,,,,,off,,0,0.0,0.062706,38.0,0.083333,0.005222,long_risk_6d_quantile_combo_v2,1497,5757,24.8613,48,all_idle,109.9,34,606,layer5_order_arrival_manifest_v1,True,109.7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,5757,0.962473,0.493464,0.0279,0.48803,0.785706,0.850943,0.919697,12.3333,107,0.145833,0.017653,physical_only_legacy,2436,17,7,1.2455,1.0,0.0177,268.03,3,4.1467
map20_r48_s4,high,903,ComboS1J1,1500,canonical_bfs_service_cell_v1,794,5.6247,4466,1500,113.2206,36.38274815778067,3.0378,50.7988729952319,0.1299,203.0,571,571.0,1.674487,2.655814,2307,0.942244,341,0.3125,0.039861,794,0.0,193,0.2431,794,0.258941,0.0076,6,0.676522,10.442938,50,-1.358781,0.261837,combo,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,794,conversion,0.0,0,0.0,0.061056,37.0,0.104167,0.009542,long_risk_6d_quantile_combo_v2,1497,4466,25.0337,48,all_idle,98.7,35,606,layer5_order_arrival_manifest_v1,True,115.6,2,0.0775658344056242,False,0.2797742898757692,175,1084,False,True,719,24.880338493884853,False,True,0.05009913920216667,j_ascending,False,1497,76,23,23,4.987307949231797,WorldModelTaskAssigner.select_robots_unmodified,s1_within_context,True,phase_c_psi_dispatch_v1,0.17867006214069622,0.24824677594865216,0.7241148964595858,0,0,0.20929162673707158,1.1627260083449236,0,0,4466,1.091534,0.507575,0.0279,0.54654,0.806204,0.864512,0.956296,22.7333,215,0.166667,0.027444,physical_only_legacy,3495,20,7,1.3808,1.0,0.0274,301.55,3,4.3667
map20_r48_s4,high,904,Greedy,1500,,,,,,,27.54649827784156,2.6284,41.888633754305395,0.1342,192.65,168,168.0,0.139419,0.141058,871,0.319392,1205,1.0,0.687056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.313688,691.0,0.083333,0.002194,,,,,48,,1118.7,358,526,layer5_order_arrival_manifest_v1,False,973.8,333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.3333,1191,0.229167,0.146333,physical_only_legacy,30574,19,7,3.2488,1.0,0.1463,1226.38,,5.2192
map20_r48_s4,high,904,Hungarian,1500,,,,,,,19.28857142857143,1.9351,32.45,0.1101,243.8,97,97.0,0.070036,0.070036,700,0.184411,1385,1.0,0.786875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.581749,832.0,0.0625,0.000708,,,,,48,,1274.4,429,526,layer5_order_arrival_manifest_v1,True,1172.7,403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.3333,1385,0.166667,0.079597,physical_only_legacy,40335,13,7,3.4668,1.0,0.0796,697.66,,4.8907
map20_r48_s4,high,904,JSQ,1500,,,,,,,27.599464763603926,2.8105,41.21677074041035,0.1297,135.0,506,506.0,11.767442,33.733333,2242,0.961977,43,0.125,0.008153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.038023,20.0,0.0625,0.003222,,,,,48,,60.3,20,526,layer5_order_arrival_manifest_v1,True,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8667,15,0.125,0.011625,physical_only_legacy,980,17,7,1.0299,1.0,0.0116,67.35,,4.0616
map20_r48_s4,high,904,PhaseC,1500,canonical_bfs_service_cell_v1,753,14.2444,10726,1500,214.1134,26.906491148433954,2.7949,40.63413527008625,0.1437,134.0,501,501.0,2.443902,3.883721,2203,0.952471,205,0.166667,0.023514,753,,,,,,,,,,,,,combo,,,,,,,,,,,off,,0,0.0,0.047529,25.0,0.0625,0.003125,long_risk_6d_quantile_combo_v2,1497,10726,25.0016,48,all_idle,166.8,25,526,layer5_order_arrival_manifest_v1,True,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,10726,0.949052,0.40352,-0.033305,0.374206,0.684821,0.746977,0.848474,13.6667,129,0.208333,0.023958,physical_only_legacy,1051,14,7,0.961,1.0,0.024,564.14,3,4.0456
map20_r48_s4,high,904,ComboS1J1,1500,canonical_bfs_service_cell_v1,341,6.6716,2275,1500,109.5615,26.026968716289105,2.5532,40.316073354908305,0.1358,180.25,196,196.0,0.169844,0.172992,927,0.372624,1154,1.0,0.660139,341,0.0,136,0.3988,341,0.416699,0.0147,5,0.691088,10.068826,50,-1.130075,0.256717,combo,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,341,conversion,0.0,0,0.0,1.190114,626.0,0.083333,0.001861,long_risk_6d_quantile_combo_v2,1497,2275,24.9003,48,all_idle,1102.65,330,526,layer5_order_arrival_manifest_v1,True,895.5,296,0.7383539614197435,False,0.8326383163110692,11084,12201,False,True,1222,24.421465302681863,False,True,-0.40489380881129966,j_ascending,False,1497,994,68,68,2.205744822979292,WorldModelTaskAssigner.select_robots_unmodified,s1_within_context,True,phase_c_psi_dispatch_v1,0.7854961388654307,0.483422190666018,8.150300601202405,0,0,0.27778246944225055,2.74468085106383,0,0,2275,0.992351,0.36208,-0.033305,0.290215,0.794042,0.872576,0.928349,76.9333,1133,0.1875,0.09925,physical_only_legacy,32108,15,7,3.1836,1.0,0.0993,1214.07,3,5.1035
map20_r48_s4,high,905,Greedy,1500,,,,,,,32.37816455696203,2.979,47.028481012658226,0.1361,321.4,270,270.0,0.242588,0.256898,1264,0.499076,1113,1.0,0.523792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.944547,511.0,0.104167,0.004833,,,,,48,,988.5,271,541,layer5_order_arrival_manifest_v1,False,759.3,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.2,1051,0.229167,0.081972,physical_only_legacy,25687,18,7,2.7176,1.0,0.082,705.51,,5.0663
map20_r48_s4,high,905,Hungarian,1500,,,,,,,24.014903129657228,2.3049,37.66467958271237,0.1048,178.0,141,141.0,0.106737,0.107224,671,0.260628,1321,1.0,0.767194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.42329,770.0,0.0625,0.001153,,,,,48,,1200.05,400,541,layer5_order_arrival_manifest_v1,True,1087.1,370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.0667,1315,0.25,0.183056,physical_only_legacy,32462,17,7,3.4205,1.0,0.1831,1428.38,,5.1505
map20_r48_s4,high,905,JSQ,1500,,,,,,,28.410034602076124,2.7266,43.049307958477506,0.1435,258.75,258,258.0,0.228521,0.232642,1156,0.476895,1129,0.979167,0.578639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.983364,532.0,0.0625,0.003125,,,,,48,,1061.1,283,541,layer5_order_arrival_manifest_v1,True,877.2,249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.2667,1109,0.25,0.121264,physical_only_legacy,25777,17,7,2.8731,1.0,0.1213,1055.82,,5.0646
map20_r48_s4,high,905,PhaseC,1500,canonical_bfs_service_cell_v1,381,5.7375,2186,1500,48.4426,30.90171755725191,2.8761,45.38740458015267,0.1188,226.4,253,253.0,0.219048,0.227723,1048,0.467652,1155,1.0,0.596472,381,,,,,,,,,,,,,combo,,,,,,,,,,,off,,0,0.0,0.990758,536.0,0.083333,0.003556,long_risk_6d_quantile_combo_v2,1497,2186,24.782,48,all_idle,1007.4,288,541,layer5_order_arrival_manifest_v1,True,749.85,248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2186,1.116428,0.440886,0.039937,0.314707,0.89815,0.955416,1.016516,77.0,1111,0.229167,0.134458,physical_only_legacy,26934,20,7,3.026,1.0,0.1345,1032.2,3,5.2043
map20_r48_s4,high,905,ComboS1J1,1500,canonical_bfs_service_cell_v1,762,8.7559,6672,1500,147.8758,34.36380009004953,3.0928,48.59297613687528,0.1314,212.3,515,515.0,1.17849,1.546547,2221,0.951941,437,0.354167,0.053861,762,0.0,219,0.2874,762,0.290241,0.0039,3,0.691649,10.38113,50,-1.927288,0.253798,combo,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,762,conversion,0.0,0,0.0,0.048059,26.0,0.083333,0.009236,long_risk_6d_quantile_combo_v2,1497,6672,24.8481,48,all_idle,127.5,26,541,layer5_order_arrival_manifest_v1,True,0.0,0,0.04347180819158196,False,0.24841442138977635,57,852,False,True,570,24.941139995006093,False,True,0.08124056193199541,j_ascending,False,1497,21,2,2,7.704074816299265,WorldModelTaskAssigner.select_robots_unmodified,s1_within_context,True,phase_c_psi_dispatch_v1,0.14594311479067915,0.23442131316752782,0.5691382765531062,0,0,0.21994604027781967,1.0649122807017544,0,0,6672,1.087175,0.489851,0.039937,0.470861,0.7994,0.866756,0.974233,29.1333,333,0.229167,0.033569,physical_only_legacy,3932,22,7,1.4528,1.0,0.0336,392.62,3,4.4378
map20_r48_s4,high,906,Greedy,1500,,,,,,,36.28932584269663,3.3513,50.657303370786515,0.1229,224.0,408,408.0,0.543276,0.600884,1780,0.720848,751,0.979167,0.304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,283.0,0.125,0.010097,,,,,48,,591.3,158,566,layer5_order_arrival_manifest_v1,False,441.6,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0667,679,0.270833,0.093625,physical_only_legacy,13748,20,7,2.219,1.0,0.0936,561.2,,5.0016
map20_r48_s4,high,906,Hungarian,1500,,,,,,,37.24580284115368,3.2651,50.99827808867843,0.1317,167.25,536,536.0,1.09165,1.261176,2323,0.946996,491,0.291667,0.062097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.053004,30.0,0.083333,0.008944,,,,,48,,228.15,30,566,layer5_order_arrival_manifest_v1,True,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.7333,425,0.229167,0.030778,physical_only_legacy,4730,20,7,1.523,1.0,0.0308,160.47,,4.5566
map20_r48_s4,high,906,JSQ,1500,,,,,,,30.348266666666667,2.9708,44.282666666666664,0.1313,145.4,434,434.0,0.659574,0.688889,1875,0.766784,658,0.875,0.279181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.413428,234.0,0.083333,0.007319,,,,,48,,589.35,132,566,layer5_order_arrival_manifest_v1,True,421.2,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.8667,630,0.270833,0.093806,physical_only_legacy,10963,19,7,1.9382,1.0,0.0938,764.62,,4.6796
map20_r48_s4,high,906,PhaseC,1500,canonical_bfs_service_cell_v1,632,6.932,4381,1500,94.0707,31.048861743475847,2.9747,44.920044419766796,0.129,152.2,413,413.0,0.666129,0.717014,1801,0.729682,620,1.0,0.300375,632,,,,,,,,,,,,,combo,,,,,,,,,,,off,,0,0.0,0.484099,274.0,0.104167,0.005069,long_risk_6d_quantile_combo_v2,1497,4381,25.195,48,all_idle,576.6,153,566,layer5_order_arrival_manifest_v1,True,363.0,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4381,1.04506,0.453178,0.041531,0.438399,0.767405,0.851349,0.955832,41.3333,576,0.166667,0.051028,physical_only_legacy,15355,17,7,2.0476,1.0,0.051,556.94,3,4.6912
map20_r48_s4,high,906,ComboS1J1,1500,canonical_bfs_service_cell_v1,723,6.1245,4428,1500,118.129,31.822736030828516,2.985,45.72591522157996,0.1215,169.25,472,472.0,0.853526,0.949698,2076,0.833922,553,0.833333,0.192972,723,0.0,234,0.3237,723,0.332536,0.0097,7,0.676485,10.579854,50,-1.441355,0.232411,combo,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,723,conversion,0.0,0,0.0,0.275618,156.0,0.083333,0.007153,long_risk_6d_quantile_combo_v2,1497,4428,25.1778,48,all_idle,474.3,94,566,layer5_order_arrival_manifest_v1,True,281.85,62,0.36435296316932314,False,0.5310022217282386,1978,3019,False,True,803,24.88416825927989,False,True,-0.029595863651111436,j_ascending,False,1497,315,53,58,4.067468269873079,WorldModelTaskAssigner.select_robots_unmodified,s1_within_context,True,phase_c_psi_dispatch_v1,0.4476775924487832,0.5240311838782714,2.0167000668002673,0,0,0.3121322737170711,1.5703611457036115,0,0,4428,1.036851,0.44964,0.050336,0.426165,0.781498,0.857959,0.961503,36.8667,497,0.291667,0.081681,physical_only_legacy,7265,20,7,1.7302,1.0,0.0817,652.96,3,4.5607
