variant,arm,load,seed,map_rows,map_cols,num_robots,num_stations,robot_density,order_arrival_count,completion_fraction,completed_orders,completed_tasks,avg_task_duration,avg_excess_delay,open_order_count,pending_order_count,stall_ratio_mean,stall_ratio_max,deadlock_ratio_mean,deadlock_ratio_max,congestion_events,severe_events,risk_rate_per_100
map30_r135_s4,combo_s1_j1,high,702,30,30,135,4,0.15,549,0.29690346083788705,163,759,54.76679841897233,37.03030303030303,386,272,0.150044,0.192593,0.716528,0.992593,1372,1349,91.4667
map30_r135_s4,combo_s1_j1,high,703,30,30,135,4,0.15,578,0.6643598615916955,384,1817,80.90919097413318,62.22344523940561,194,76,0.085388,0.214815,0.343635,0.948148,951,873,63.4
map30_r135_s4,combo_s1_j1,high,704,30,30,135,4,0.15,597,0.46733668341708545,279,1244,57.541800643086816,38.796623794212216,318,208,0.099032,0.155556,0.559457,0.985185,1193,1166,79.5333
map30_r135_s4,combo_s1_j1,high,705,30,30,135,4,0.15,598,0.5284280936454849,316,1396,70.90186246418338,52.09025787965616,282,165,0.107388,0.177778,0.507921,0.962963,1208,1179,80.5333
map30_r135_s4,combo_s1_j1,high,706,30,30,135,4,0.15,566,0.5777385159010601,327,1359,53.67255334805004,35.71376011773363,239,137,0.057679,0.125926,0.529294,0.851852,1300,1286,86.6667
map30_r135_s4,combo_s1_j1,high,707,30,30,135,4,0.15,523,0.5334608030592735,279,1343,86.55323901712583,67.65748324646314,244,143,0.092998,0.2,0.593679,1.0,1395,1386,93.0
map30_r135_s4,combo_s1_j1,high,708,30,30,135,4,0.15,550,0.7054545454545454,388,1674,60.96594982078853,42.81242532855436,162,65,0.039674,0.103704,0.408069,0.82963,1140,1134,76.0
map30_r135_s4,combo_s1_j1,high,709,30,30,135,4,0.15,540,0.6685185185185185,361,1625,53.201846153846155,34.82092307692308,179,94,0.036795,0.088889,0.396583,0.8,1024,1017,68.2667
map30_r135_s4,combo_s1_j1,high,710,30,30,135,4,0.15,542,0.4280442804428044,232,1002,66.86526946107784,48.34231536926148,310,197,0.073304,0.155556,0.626706,0.977778,1299,1293,86.6
map30_r135_s4,greedy,high,701,30,30,135,4,0.15,564,0.6276595744680851,354,1491,50.899396378269614,33.21730382293762,210,107,0.082943,0.125926,0.512128,0.874074,1384,1363,92.2667
map30_r135_s4,greedy,high,702,30,30,135,4,0.15,549,0.5956284153005464,327,1429,50.9370188943317,33.23792862141357,222,113,0.04641,0.118519,0.515664,0.903704,1355,1323,90.3333
map30_r135_s4,greedy,high,703,30,30,135,4,0.15,578,0.6384083044982699,369,1530,111.36732026143791,93.53856209150327,209,87,0.078953,0.155556,0.523714,0.777778,1456,1434,97.0667
map30_r135_s4,greedy,high,704,30,30,135,4,0.15,597,0.7269681742043551,434,1809,73.38750690989497,55.759535655058045,163,59,0.044854,0.103704,0.425694,0.807407,1312,1302,87.4667
map30_r135_s4,greedy,high,705,30,30,135,4,0.15,598,0.44648829431438125,267,1133,89.7378640776699,71.3027360988526,331,207,0.099862,0.17037,0.6236,1.0,1381,1381,92.0667
map30_r135_s4,greedy,high,706,30,30,135,4,0.15,566,0.5565371024734982,315,1337,73.86761406133134,55.78010471204188,251,137,0.082262,0.133333,0.554089,0.97037,1345,1340,89.6667
map30_r135_s4,greedy,high,707,30,30,135,4,0.15,523,0.8164435946462715,427,1941,89.62802679031427,71.34003091190108,96,12,0.034652,0.148148,0.356494,0.666667,1435,1393,95.6667
map30_r135_s4,greedy,high,708,30,30,135,4,0.15,550,0.5381818181818182,296,1430,55.24055944055944,37.341958041958044,254,137,0.099185,0.185185,0.44444,0.977778,1032,961,68.8
map30_r135_s4,greedy,high,709,30,30,135,4,0.15,540,0.6314814814814815,341,1496,52.279411764705884,34.3048128342246,199,107,0.051857,0.118519,0.453333,0.8,1123,1118,74.8667
map30_r135_s4,greedy,high,710,30,30,135,4,0.15,542,0.6143911439114391,333,1391,67.19338605319913,49.19194823867721,209,102,0.072825,0.140741,0.512247,0.874074,1397,1385,93.1333
map30_r135_s4,hungarian,high,701,30,30,135,4,0.15,564,0.7819148936170213,441,1870,70.9566844919786,52.545989304812835,123,37,0.049842,0.111111,0.374751,0.718519,1391,1372,92.7333
map30_r135_s4,hungarian,high,702,30,30,135,4,0.15,549,0.20036429872495445,110,594,57.552188552188554,41.04040404040404,439,325,0.203274,0.251852,0.781062,1.0,1366,1355,91.0667
map30_r135_s4,hungarian,high,703,30,30,135,4,0.15,578,0.5501730103806228,318,1308,84.40290519877676,66.76070336391437,260,137,0.075758,0.125926,0.604415,0.992593,1472,1465,98.1333
map30_r135_s4,hungarian,high,704,30,30,135,4,0.15,597,0.46901172529313234,280,1192,81.48238255033557,63.57802013422819,317,195,0.090785,0.140741,0.609072,1.0,1286,1286,85.7333
map30_r135_s4,hungarian,high,705,30,30,135,4,0.15,598,0.32608695652173914,195,895,57.06145251396648,40.02122905027933,403,291,0.150533,0.192593,0.705012,1.0,1388,1372,92.5333
map30_r135_s4,hungarian,high,706,30,30,135,4,0.15,566,0.508833922261484,288,1149,45.518711923411665,27.708442123585726,278,177,0.10601,0.148148,0.609635,0.896296,1395,1384,93.0
map30_r135_s4,hungarian,high,707,30,30,135,4,0.15,523,0.27533460803059273,144,756,112.04629629629629,95.55820105820106,379,275,0.096519,0.17037,0.745496,1.0,1447,1402,96.4667
map30_r135_s4,hungarian,high,708,30,30,135,4,0.15,550,0.5945454545454546,327,1496,61.356283422459896,43.57085561497326,223,112,0.054262,0.096296,0.429116,0.933333,1147,1108,76.4667
map30_r135_s4,hungarian,high,709,30,30,135,4,0.15,540,0.3074074074074074,166,926,55.86285097192225,38.41360691144708,374,263,0.069546,0.118519,0.644914,1.0,1241,1232,82.7333
map30_r135_s4,hungarian,high,710,30,30,135,4,0.15,542,0.5055350553505535,274,1208,71.23592715231788,53.69453642384106,268,147,0.077748,0.140741,0.561867,0.985185,1414,1411,94.2667
map30_r135_s4,jsq,high,701,30,30,135,4,0.15,564,0.6276595744680851,354,1491,50.88799463447351,33.21059691482227,210,107,0.082943,0.125926,0.512069,0.874074,1384,1363,92.2667
map30_r135_s4,jsq,high,702,30,30,135,4,0.15,549,0.5956284153005464,327,1429,50.9370188943317,33.23792862141357,222,113,0.04641,0.118519,0.515664,0.903704,1355,1323,90.3333
map30_r135_s4,jsq,high,703,30,30,135,4,0.15,578,0.31314878892733566,181,840,68.65238095238095,51.60952380952381,397,279,0.11963,0.17037,0.70122,0.992593,1450,1426,96.6667
map30_r135_s4,jsq,high,704,30,30,135,4,0.15,597,0.7336683417085427,438,1760,83.95,65.99602272727273,159,59,0.043531,0.118519,0.417946,0.718519,1252,1238,83.4667
map30_r135_s4,jsq,high,705,30,30,135,4,0.15,598,0.49331103678929766,295,1213,97.42044517724649,78.85078318219291,303,178,0.102435,0.192593,0.619131,0.977778,1381,1381,92.0667
map30_r135_s4,jsq,high,706,30,30,135,4,0.15,566,0.6501766784452296,368,1569,57.99171446781389,39.96112173358827,198,101,0.058351,0.118519,0.483081,0.82963,1387,1373,92.4667
map30_r135_s4,jsq,high,707,30,30,135,4,0.15,523,0.8164435946462715,427,1941,89.62802679031427,71.34003091190108,96,12,0.034652,0.148148,0.356494,0.666667,1435,1393,95.6667
map30_r135_s4,jsq,high,708,30,30,135,4,0.15,550,0.5381818181818182,296,1431,55.22781271837876,37.327044025157235,254,137,0.099185,0.185185,0.444356,0.977778,1032,961,68.8
map30_r135_s4,jsq,high,709,30,30,135,4,0.15,540,0.4666666666666667,252,1174,51.09114139693356,32.89182282793867,288,176,0.082647,0.148148,0.557763,1.0,1233,1233,82.2
map30_r135_s4,jsq,high,710,30,30,135,4,0.15,542,0.6143911439114391,333,1391,67.19338605319913,49.19194823867721,209,102,0.072825,0.140741,0.512247,0.874074,1397,1385,93.1333
map30_r135_s4,phasec,high,701,30,30,135,4,0.15,564,0.6595744680851063,372,1585,55.3223974763407,37.726182965299685,192,96,0.069694,0.148148,0.421985,0.814815,1092,1065,72.8
map30_r135_s4,phasec,high,702,30,30,135,4,0.15,549,0.3242258652094718,178,841,48.08680142687277,30.72294887039239,371,266,0.13198,0.17037,0.699995,1.0,1330,1297,88.6667
map30_r135_s4,phasec,high,703,30,30,135,4,0.15,578,0.8391003460207612,485,2227,71.757970363718,53.19622810956444,93,12,0.053714,0.185185,0.181709,0.533333,842,721,56.1333
map30_r135_s4,phasec,high,704,30,30,135,4,0.15,597,0.4221105527638191,252,1148,59.608885017421606,40.70905923344948,345,233,0.059175,0.125926,0.584914,1.0,1189,1124,79.2667
map30_r135_s4,phasec,high,705,30,30,135,4,0.15,598,0.34782608695652173,208,980,61.1530612244898,43.3,390,284,0.103847,0.162963,0.657659,1.0,1303,1294,86.8667
map30_r135_s4,phasec,high,706,30,30,135,4,0.15,566,0.7279151943462897,412,1818,72.80418041804181,54.10891089108911,154,62,0.051481,0.125926,0.374963,0.814815,1188,1125,79.2
map30_r135_s4,phasec,high,707,30,30,135,4,0.15,523,0.7858508604206501,411,1924,54.73856548856549,36.24064449064449,112,25,0.069531,0.140741,0.283131,0.725926,1051,895,70.0667
map30_r135_s4,phasec,high,708,30,30,135,4,0.15,550,0.5618181818181818,309,1332,52.775525525525524,35.01801801801802,241,135,0.073768,0.111111,0.526281,0.911111,1241,1221,82.7333
map30_r135_s4,phasec,high,709,30,30,135,4,0.15,540,0.6981481481481482,377,1807,64.40177089097952,46.49640287769784,163,76,0.076854,0.185185,0.252593,0.740741,896,804,59.7333
map30_r135_s4,phasec,high,710,30,30,135,4,0.15,542,0.6107011070110702,331,1477,63.461069735951256,45.178063642518616,211,109,0.059857,0.118519,0.455941,0.859259,1258,1201,83.8667
map30_r162_s4,combo_s1_j1,low,701,30,30,162,4,0.18,496,0.5806451612903226,288,1227,51.02118989405053,33.546862265688674,208,117,0.040296,0.117284,0.40958,0.67284,1267,1262,84.4667
map30_r162_s4,combo_s1_j1,low,702,30,30,162,4,0.18,339,0.9203539823008849,312,1422,81.41350210970464,62.020393811533054,27,0,0.050687,0.104938,0.120469,0.320988,1084,754,72.2667
map30_r162_s4,combo_s1_j1,low,703,30,30,162,4,0.18,563,0.33037300177619894,186,921,51.4799131378936,34.51465798045603,377,246,0.074753,0.098765,0.58686,0.950617,1242,1206,82.8
map30_r162_s4,combo_s1_j1,low,704,30,30,162,4,0.18,536,0.5652985074626866,303,1302,46.614439324116745,29.51152073732719,233,130,0.038584,0.067901,0.409502,0.728395,1246,1246,83.0667
map30_r162_s4,combo_s1_j1,low,705,30,30,162,4,0.18,470,0.6382978723404256,300,1252,52.361022364217256,33.996006389776355,170,80,0.06179,0.111111,0.408811,0.666667,1350,1285,90.0
map30_r162_s4,combo_s1_j1,low,706,30,30,162,4,0.18,521,0.4740882917466411,247,1143,59.68678915135608,42.16360454943132,274,144,0.065255,0.117284,0.49265,0.932099,1168,1148,77.8667
map30_r162_s4,combo_s1_j1,low,707,30,30,162,4,0.18,338,0.9378698224852071,317,1495,61.93578595317726,42.78795986622074,21,0,0.030251,0.08642,0.062165,0.401235,351,266,23.4
map30_r162_s4,combo_s1_j1,low,708,30,30,162,4,0.18,356,0.9101123595505618,324,1418,55.7524682651622,35.786318758815234,32,0,0.035255,0.154321,0.038041,0.148148,305,160,20.3333
map30_r162_s4,combo_s1_j1,low,709,30,30,162,4,0.18,404,0.49257425742574257,199,964,52.600622406639005,34.60995850622407,205,98,0.086934,0.12963,0.482514,0.802469,1196,1174,79.7333
map30_r162_s4,combo_s1_j1,low,710,30,30,162,4,0.18,374,0.446524064171123,167,757,74.66182298546896,57.51519154557464,207,73,0.095041,0.123457,0.566551,0.907407,1396,1347,93.0667
map30_r162_s4,greedy,low,701,30,30,162,4,0.18,496,0.5786290322580645,287,1095,89.98447488584475,73.08949771689498,209,110,0.053909,0.111111,0.469399,0.679012,1376,1366,91.7333
map30_r162_s4,greedy,low,702,30,30,162,4,0.18,339,0.9557522123893806,324,1506,67.69853917662682,48.24833997343958,15,0,0.021539,0.067901,0.061728,0.228395,632,418,42.1333
map30_r162_s4,greedy,low,703,30,30,162,4,0.18,563,0.3339253996447602,188,893,80.51399776035834,63.63269876819709,375,229,0.089811,0.117284,0.626407,0.962963,1411,1393,94.0667
map30_r162_s4,greedy,low,704,30,30,162,4,0.18,536,0.5485074626865671,294,1332,87.99549549549549,70.75525525525525,242,124,0.06265,0.117284,0.40658,0.746914,1103,1084,73.5333
map30_r162_s4,greedy,low,705,30,30,162,4,0.18,470,0.5234042553191489,246,1056,43.885416666666664,27.13162878787879,224,130,0.031819,0.074074,0.487144,0.753086,1421,1373,94.7333
map30_r162_s4,greedy,low,706,30,30,162,4,0.18,521,0.3570057581573896,186,850,104.6329411764706,88.43764705882353,335,207,0.068058,0.12963,0.574807,0.876543,1314,1310,87.6
map30_r162_s4,greedy,low,707,30,30,162,4,0.18,338,0.45857988165680474,155,809,85.47466007416564,69.75278121137207,183,49,0.072531,0.123457,0.626095,0.938272,1469,1459,97.9333
map30_r162_s4,greedy,low,708,30,30,162,4,0.18,356,0.9662921348314607,344,1451,52.639558924879395,33.37698139214335,12,0,0.020337,0.080247,0.020774,0.092593,15,0,1.0
map30_r162_s4,greedy,low,709,30,30,162,4,0.18,404,0.6014851485148515,243,1088,44.0983455882353,27.350183823529413,161,67,0.074539,0.111111,0.482831,0.703704,1375,1363,91.6667
map30_r162_s4,greedy,low,710,30,30,162,4,0.18,374,0.5481283422459893,205,894,44.64317673378076,27.869127516778523,169,67,0.040037,0.092593,0.475292,0.716049,1408,1392,93.8667
map30_r162_s4,hungarian,low,701,30,30,162,4,0.18,496,0.5786290322580645,287,1084,86.10977859778598,69.27767527675277,209,106,0.097527,0.154321,0.482156,0.691358,1403,1384,93.5333
map30_r162_s4,hungarian,low,702,30,30,162,4,0.18,339,0.9616519174041298,326,1435,70.15191637630662,50.81811846689895,13,0,0.023531,0.12963,0.064235,0.246914,620,521,41.3333
map30_r162_s4,hungarian,low,703,30,30,162,4,0.18,563,0.14031971580817051,79,504,62.26587301587302,47.62301587301587,484,343,0.138206,0.17284,0.743181,1.0,1419,1389,94.6
map30_r162_s4,hungarian,low,704,30,30,162,4,0.18,536,0.6473880597014925,347,1454,57.29711141678129,40.075653370013754,189,88,0.051753,0.111111,0.371255,0.709877,1171,1156,78.0667
map30_r162_s4,hungarian,low,705,30,30,162,4,0.18,470,0.44042553191489364,207,925,109.72756756756756,92.86702702702702,263,132,0.069506,0.135802,0.582848,0.907407,1423,1408,94.8667
map30_r162_s4,hungarian,low,706,30,30,162,4,0.18,521,0.5604606525911708,292,1194,48.11641541038526,31.185092127303182,229,132,0.060638,0.148148,0.462391,0.716049,1336,1328,89.0667
map30_r162_s4,hungarian,low,707,30,30,162,4,0.18,338,0.46153846153846156,156,775,103.55096774193548,87.72516129032257,182,51,0.078288,0.141975,0.637741,0.950617,1469,1459,97.9333
map30_r162_s4,hungarian,low,708,30,30,162,4,0.18,356,0.9691011235955056,345,1444,52.28393351800554,33.128116343490305,11,0,0.010547,0.080247,0.009663,0.098765,32,0,2.1333
map30_r162_s4,hungarian,low,709,30,30,162,4,0.18,404,0.5915841584158416,239,1028,42.747081712062254,26.109922178988327,165,75,0.071868,0.117284,0.490156,0.703704,1375,1363,91.6667
map30_r162_s4,hungarian,low,710,30,30,162,4,0.18,374,0.553475935828877,207,896,43.78794642857143,26.787946428571427,167,65,0.034539,0.08642,0.479424,0.716049,1410,1394,94.0
map30_r162_s4,jsq,low,701,30,30,162,4,0.18,496,0.5786290322580645,287,1095,89.98447488584475,73.08949771689498,209,110,0.053909,0.111111,0.469399,0.679012,1376,1366,91.7333
map30_r162_s4,jsq,low,702,30,30,162,4,0.18,339,0.9557522123893806,324,1506,67.69853917662682,48.24833997343958,15,0,0.021539,0.067901,0.061728,0.228395,632,418,42.1333
map30_r162_s4,jsq,low,703,30,30,162,4,0.18,563,0.3339253996447602,188,893,80.501679731243,63.61366181410974,375,229,0.089807,0.117284,0.626346,0.95679,1411,1393,94.0667
map30_r162_s4,jsq,low,704,30,30,162,4,0.18,536,0.5485074626865671,294,1332,87.99549549549549,70.75525525525525,242,124,0.06265,0.117284,0.40658,0.746914,1103,1084,73.5333
map30_r162_s4,jsq,low,705,30,30,162,4,0.18,470,0.5234042553191489,246,1056,43.885416666666664,27.13162878787879,224,130,0.031819,0.074074,0.487144,0.753086,1421,1373,94.7333
map30_r162_s4,jsq,low,706,30,30,162,4,0.18,521,0.3570057581573896,186,850,104.6329411764706,88.43764705882353,335,207,0.068058,0.12963,0.574807,0.876543,1314,1310,87.6
map30_r162_s4,jsq,low,707,30,30,162,4,0.18,338,0.45857988165680474,155,809,85.47466007416564,69.75278121137207,183,49,0.072531,0.123457,0.626095,0.938272,1469,1459,97.9333
map30_r162_s4,jsq,low,708,30,30,162,4,0.18,356,0.9662921348314607,344,1451,52.639558924879395,33.37698139214335,12,0,0.020337,0.080247,0.020774,0.092593,15,0,1.0
map30_r162_s4,jsq,low,709,30,30,162,4,0.18,404,0.6014851485148515,243,1088,44.0983455882353,27.350183823529413,161,67,0.074539,0.111111,0.482831,0.703704,1375,1363,91.6667
map30_r162_s4,jsq,low,710,30,30,162,4,0.18,374,0.5481283422459893,205,894,44.64317673378076,27.869127516778523,169,67,0.040037,0.092593,0.475292,0.716049,1408,1392,93.8667
map30_r162_s4,phasec,low,701,30,30,162,4,0.18,496,0.7036290322580645,349,1429,56.1518544436669,38.32540237928622,147,52,0.060099,0.160494,0.370099,0.654321,1237,1236,82.4667
map30_r162_s4,phasec,low,702,30,30,162,4,0.18,339,0.8259587020648967,280,1259,100.26052422557585,82.10166799046863,59,1,0.072477,0.12963,0.267663,0.524691,1246,1217,83.0667
map30_r162_s4,phasec,low,703,30,30,162,4,0.18,563,0.5293072824156305,298,1355,80.56752767527675,63.214760147601474,265,147,0.063531,0.154321,0.437992,0.814815,1215,1175,81.0
map30_r162_s4,phasec,low,704,30,30,162,4,0.18,536,0.7761194029850746,416,1950,68.11692307692307,49.98,120,36,0.05642,0.154321,0.17035,0.654321,722,588,48.1333
map30_r162_s4,phasec,low,705,30,30,162,4,0.18,470,0.9638297872340426,453,2028,61.32495069033531,42.468934911242606,17,0,0.016025,0.074074,0.027296,0.185185,180,43,12.0
map30_r162_s4,phasec,low,706,30,30,162,4,0.18,521,0.5489443378119002,286,1313,70.58644325971059,52.45392231530845,235,117,0.09835,0.166667,0.410119,0.864198,1101,997,73.4
map30_r162_s4,phasec,low,707,30,30,162,4,0.18,338,0.4289940828402367,145,731,250.56497948016417,233.5595075239398,193,75,0.15284,0.216049,0.661132,0.962963,1442,1430,96.1333
map30_r162_s4,phasec,low,708,30,30,162,4,0.18,356,0.9297752808988764,331,1463,62.347915242652086,42.32672590567327,25,0,0.054621,0.160494,0.05328,0.17284,629,163,41.9333
map30_r162_s4,phasec,low,709,30,30,162,4,0.18,404,0.6658415841584159,269,1373,83.25782957028404,65.68608885651857,135,40,0.074712,0.141975,0.34221,0.709877,1054,1010,70.2667
map30_r162_s4,phasec,low,710,30,30,162,4,0.18,374,0.5240641711229946,196,905,119.50718232044198,102.70939226519337,178,65,0.073646,0.111111,0.555877,0.839506,1346,1332,89.7333
map30_r162_s4,combo_s1_j1,mid,701,30,30,162,4,0.18,568,0.579225352112676,329,1358,47.09278350515464,29.56921944035346,239,126,0.055889,0.092593,0.443235,0.734568,1375,1358,91.6667
map30_r162_s4,combo_s1_j1,mid,702,30,30,162,4,0.18,437,0.6636155606407322,290,1323,50.86318972033258,33.65684051398337,147,57,0.052436,0.104938,0.395082,0.709877,1203,1150,80.2
map30_r162_s4,combo_s1_j1,mid,703,30,30,162,4,0.18,526,0.5171102661596958,272,1155,100.09437229437229,82.57229437229437,254,135,0.076815,0.141975,0.525066,0.820988,1369,1355,91.2667
map30_r162_s4,combo_s1_j1,mid,704,30,30,162,4,0.18,470,0.8297872340425532,390,1801,54.16435313714603,36.1093836757357,80,9,0.061008,0.117284,0.189774,0.493827,825,785,55.0
map30_r162_s4,combo_s1_j1,mid,705,30,30,162,4,0.18,523,0.847036328871893,443,2067,62.790517658442184,44.89163038219642,80,4,0.060547,0.117284,0.191202,0.512346,901,744,60.0667
map30_r162_s4,combo_s1_j1,mid,706,30,30,162,4,0.18,555,0.6414414414414414,356,1420,67.2338028169014,49.5,199,99,0.043259,0.160494,0.420811,0.734568,1329,1287,88.6
map30_r162_s4,combo_s1_j1,mid,707,30,30,162,4,0.18,495,0.5797979797979798,287,1230,144.28536585365853,126.77804878048781,208,90,0.085675,0.166667,0.533741,0.759259,1459,1451,97.2667
map30_r162_s4,combo_s1_j1,mid,708,30,30,162,4,0.18,502,0.7569721115537849,380,1690,66.16745562130177,48.342603550295856,122,32,0.050091,0.111111,0.246897,0.666667,955,856,63.6667
map30_r162_s4,combo_s1_j1,mid,709,30,30,162,4,0.18,547,0.6343692870201096,347,1436,57.31197771587744,38.32869080779944,200,103,0.054617,0.111111,0.422251,0.709877,1272,1263,84.8
map30_r162_s4,combo_s1_j1,mid,710,30,30,162,4,0.18,443,0.5846501128668171,259,1176,52.63350340136054,35.02636054421769,184,87,0.039436,0.098765,0.424679,0.722222,1213,1164,80.8667
map30_r162_s4,greedy,mid,701,30,30,162,4,0.18,568,0.36795774647887325,209,909,80.96699669966996,64.85148514851485,359,220,0.071354,0.123457,0.610296,0.987654,1369,1347,91.2667
map30_r162_s4,greedy,mid,702,30,30,162,4,0.18,437,0.6704805491990846,293,1433,73.95952547103978,56.60572226099093,144,49,0.041185,0.098765,0.317667,0.67284,1297,1259,86.4667
map30_r162_s4,greedy,mid,703,30,30,162,4,0.18,526,0.5513307984790875,290,1174,122.66354344122658,105.09369676320273,236,123,0.0737,0.123457,0.550955,0.728395,1400,1384,93.3333
map30_r162_s4,greedy,mid,704,30,30,162,4,0.18,470,0.7872340425531915,370,1713,52.497373029772326,34.71920607122008,100,25,0.026362,0.098765,0.225469,0.549383,864,864,57.6
map30_r162_s4,greedy,mid,705,30,30,162,4,0.18,523,0.39961759082217974,209,919,84.04461371055496,67.76605005440696,314,174,0.083169,0.12963,0.600181,0.907407,1420,1401,94.6667
map30_r162_s4,greedy,mid,706,30,30,162,4,0.18,555,0.3837837837837838,213,939,61.615548455804046,45.11395101171459,342,205,0.091243,0.12963,0.57316,0.91358,1349,1328,89.9333
map30_r162_s4,greedy,mid,707,30,30,162,4,0.18,495,0.43434343434343436,215,943,185.3457051961824,168.2407211028632,280,147,0.11472,0.197531,0.656416,0.895062,1474,1464,98.2667
map30_r162_s4,greedy,mid,708,30,30,162,4,0.18,502,0.5318725099601593,267,1199,99.07172643869892,81.5929941618015,235,113,0.065979,0.123457,0.422757,0.783951,1266,1214,84.4
map30_r162_s4,greedy,mid,709,30,30,162,4,0.18,547,0.4424131627056673,242,1135,60.9920704845815,43.34008810572687,305,170,0.074885,0.12963,0.54058,0.944444,1297,1268,86.4667
map30_r162_s4,greedy,mid,710,30,30,162,4,0.18,443,0.4785553047404063,212,955,43.53193717277487,26.992670157068062,231,121,0.031951,0.074074,0.516469,0.771605,1411,1400,94.0667
map30_r162_s4,hungarian,mid,701,30,30,162,4,0.18,568,0.579225352112676,329,1321,139.35049205147615,121.69190007570023,239,109,0.074424,0.148148,0.509564,0.746914,1384,1366,92.2667
map30_r162_s4,hungarian,mid,702,30,30,162,4,0.18,437,0.459954233409611,201,992,46.09778225806452,29.224798387096776,236,113,0.062621,0.117284,0.55193,0.938272,1251,1248,83.4
map30_r162_s4,hungarian,mid,703,30,30,162,4,0.18,526,0.5038022813688213,265,1083,61.04709141274238,43.91782086795937,261,159,0.07742,0.123457,0.495313,0.691358,1422,1382,94.8
map30_r162_s4,hungarian,mid,704,30,30,162,4,0.18,470,0.7085106382978723,333,1449,54.690821256038646,37.70600414078675,137,47,0.070691,0.12963,0.345062,0.67284,1174,1163,78.2667
map30_r162_s4,hungarian,mid,705,30,30,162,4,0.18,523,0.5965583173996176,312,1226,86.56280587275694,69.2373572593801,211,104,0.052671,0.111111,0.485169,0.691358,1439,1434,95.9333
map30_r162_s4,hungarian,mid,706,30,30,162,4,0.18,555,0.4126126126126126,229,970,108.34020618556701,90.20721649484535,326,186,0.094177,0.166667,0.57949,0.895062,1396,1379,93.0667
map30_r162_s4,hungarian,mid,707,30,30,162,4,0.18,495,0.43232323232323233,214,938,173.12046908315565,156.19083155650318,281,134,0.094947,0.179012,0.687099,0.919753,1473,1468,98.2
map30_r162_s4,hungarian,mid,708,30,30,162,4,0.18,502,0.7310756972111554,367,1561,62.56502242152467,44.45932094811018,135,47,0.030239,0.104938,0.299354,0.611111,1302,1091,86.8
map30_r162_s4,hungarian,mid,709,30,30,162,4,0.18,547,0.680073126142596,372,1586,69.99684741488021,52.29445145018916,175,74,0.035679,0.074074,0.388728,0.709877,1176,1106,78.4
map30_r162_s4,hungarian,mid,710,30,30,162,4,0.18,443,0.4785553047404063,212,937,43.68516542155817,26.942369263607258,231,119,0.043082,0.080247,0.520654,0.771605,1402,1396,93.4667
map30_r162_s4,jsq,mid,701,30,30,162,4,0.18,568,0.43309859154929575,246,1026,102.72514619883042,86.35769980506822,322,185,0.075827,0.12963,0.594432,0.888889,1369,1347,91.2667
map30_r162_s4,jsq,mid,702,30,30,162,4,0.18,437,0.6704805491990846,293,1433,73.95952547103978,56.60572226099093,144,49,0.041185,0.098765,0.317667,0.67284,1297,1259,86.4667
map30_r162_s4,jsq,mid,703,30,30,162,4,0.18,526,0.5513307984790875,290,1174,122.66354344122658,105.09369676320273,236,123,0.0737,0.123457,0.550955,0.728395,1400,1384,93.3333
map30_r162_s4,jsq,mid,704,30,30,162,4,0.18,470,0.7872340425531915,370,1713,52.497373029772326,34.71920607122008,100,25,0.026362,0.098765,0.225469,0.549383,864,864,57.6
map30_r162_s4,jsq,mid,705,30,30,162,4,0.18,523,0.39961759082217974,209,919,84.04461371055496,67.76605005440696,314,174,0.083169,0.12963,0.600181,0.907407,1420,1401,94.6667
map30_r162_s4,jsq,mid,706,30,30,162,4,0.18,555,0.5225225225225225,290,1137,43.90765171503958,26.50571679859279,265,168,0.043062,0.08642,0.464794,0.685185,1401,1387,93.4
map30_r162_s4,jsq,mid,707,30,30,162,4,0.18,495,0.43636363636363634,216,946,164.97568710359408,148.8276955602537,279,141,0.107947,0.179012,0.650835,0.919753,1474,1464,98.2667
map30_r162_s4,jsq,mid,708,30,30,162,4,0.18,502,0.49203187250996017,247,1129,79.38795394154118,61.929140832595216,255,134,0.069687,0.123457,0.437486,0.808642,1266,1214,84.4
map30_r162_s4,jsq,mid,709,30,30,162,4,0.18,547,0.4424131627056673,242,1135,60.9920704845815,43.34008810572687,305,170,0.074885,0.12963,0.54058,0.944444,1297,1268,86.4667
map30_r162_s4,jsq,mid,710,30,30,162,4,0.18,443,0.30248306997742663,134,698,40.740687679083095,25.13753581661891,309,179,0.077424,0.098765,0.604181,0.907407,1411,1401,94.0667
map30_r162_s4,phasec,mid,701,30,30,162,4,0.18,568,0.528169014084507,300,1213,46.060181368507834,28.953833470733716,268,161,0.088329,0.12963,0.458333,0.740741,1369,1358,91.2667
map30_r162_s4,phasec,mid,702,30,30,162,4,0.18,437,0.700228832951945,306,1390,61.21438848920863,43.935251798561154,131,37,0.059844,0.117284,0.379177,0.703704,1288,1240,85.8667
map30_r162_s4,phasec,mid,703,30,30,162,4,0.18,526,0.4790874524714829,252,1174,67.21294718909711,48.636286201022145,274,154,0.062996,0.135802,0.512782,0.907407,1270,1251,84.6667
map30_r162_s4,phasec,mid,704,30,30,162,4,0.18,470,0.6978723404255319,328,1474,56.48168249660787,38.365671641791046,142,61,0.059342,0.123457,0.331893,0.641975,1066,1055,71.0667
