variant,arm,load,seed,map_rows,map_cols,num_robots,num_stations,robot_density,order_arrival_count,completion_fraction,completed_orders,completed_tasks,avg_task_duration,avg_excess_delay,open_order_count,pending_order_count,stall_ratio_mean,stall_ratio_max,deadlock_ratio_mean,deadlock_ratio_max,congestion_events,severe_events,risk_rate_per_100
map20_r72_s4,greedy,mid,710,20,20,72,4,0.18,443,0.5507900677200903,244,985,38.91472081218274,26.155329949238578,199,144,0.09475,0.194444,0.522148,0.861111,1197,1186,79.8
map20_r72_s4,hungarian,mid,701,20,20,72,4,0.18,568,0.323943661971831,184,726,34.09090909090909,21.548209366391184,384,322,0.167102,0.208333,0.758852,1.0,1430,1391,95.3333
map20_r72_s4,hungarian,mid,702,20,20,72,4,0.18,437,0.4096109839816934,179,718,36.11142061281337,23.454038997214486,258,191,0.130037,0.208333,0.721241,1.0,1398,1370,93.2
map20_r72_s4,hungarian,mid,703,20,20,72,4,0.18,526,0.9771863117870723,514,2225,46.87550561797753,33.64,12,0,0.017565,0.138889,0.025352,0.180556,172,58,11.4667
map20_r72_s4,hungarian,mid,704,20,20,72,4,0.18,470,0.9638297872340426,453,2033,39.56714215445155,26.1952779144122,17,0,0.008639,0.097222,0.011037,0.125,63,26,4.2
map20_r72_s4,hungarian,mid,705,20,20,72,4,0.18,523,0.780114722753346,408,1734,43.31545559400231,30.05017301038062,115,52,0.054491,0.166667,0.277954,0.958333,704,644,46.9333
map20_r72_s4,hungarian,mid,706,20,20,72,4,0.18,555,0.7675675675675676,426,1642,39.69123020706456,26.903166869671132,129,68,0.086537,0.180556,0.361741,0.888889,909,905,60.6
map20_r72_s4,hungarian,mid,707,20,20,72,4,0.18,495,0.4686868686868687,232,901,37.44173140954495,24.735849056603772,263,199,0.144639,0.208333,0.675519,1.0,1439,1439,95.9333
map20_r72_s4,hungarian,mid,708,20,20,72,4,0.18,502,0.6733067729083665,338,1220,64.42459016393443,51.66885245901639,164,96,0.121222,0.194444,0.559667,0.958333,1456,1431,97.0667
map20_r72_s4,hungarian,mid,709,20,20,72,4,0.18,547,0.4625228519195612,253,941,47.394261424017,34.59829968119022,294,230,0.1865,0.319444,0.665102,1.0,1370,1317,91.3333
map20_r72_s4,hungarian,mid,710,20,20,72,4,0.18,443,0.6433408577878104,285,1118,47.25939177101968,34.43023255813954,158,100,0.138139,0.305556,0.450417,0.777778,1229,1222,81.9333
map20_r72_s4,jsq,mid,701,20,20,72,4,0.18,568,0.9454225352112676,537,2253,52.33244562805149,39.27785175321793,31,0,0.064944,0.180556,0.073194,0.319444,588,382,39.2
map20_r72_s4,jsq,mid,702,20,20,72,4,0.18,437,0.36613272311212813,160,659,32.34901365705615,19.503793626707132,277,214,0.082898,0.180556,0.734213,0.986111,1364,1361,90.9333
map20_r72_s4,jsq,mid,703,20,20,72,4,0.18,526,0.8631178707224335,454,1950,46.13641025641026,33.01128205128205,72,31,0.038481,0.138889,0.144694,0.722222,434,391,28.9333
map20_r72_s4,jsq,mid,704,20,20,72,4,0.18,470,0.9702127659574468,456,2042,41.44172380019589,27.830558276199802,14,0,0.014352,0.194444,0.018046,0.291667,103,23,6.8667
map20_r72_s4,jsq,mid,705,20,20,72,4,0.18,523,0.7284894837476099,381,1535,39.498371335504885,26.640390879478826,142,89,0.080093,0.180556,0.383435,0.916667,801,800,53.4
map20_r72_s4,jsq,mid,706,20,20,72,4,0.18,555,0.972972972972973,540,2265,43.98896247240618,30.508167770419426,15,0,0.011157,0.125,0.013991,0.180556,82,27,5.4667
map20_r72_s4,jsq,mid,707,20,20,72,4,0.18,495,0.4121212121212121,204,812,33.83497536945813,20.94704433497537,291,225,0.157343,0.194444,0.705037,0.972222,1391,1386,92.7333
map20_r72_s4,jsq,mid,708,20,20,72,4,0.18,502,0.4103585657370518,206,798,38.214285714285715,25.464912280701753,296,230,0.09388,0.180556,0.670731,0.986111,1389,1363,92.6
map20_r72_s4,jsq,mid,709,20,20,72,4,0.18,547,0.4259597806215722,233,898,42.23051224944321,29.283964365256125,314,250,0.140889,0.222222,0.704676,0.986111,1429,1426,95.2667
map20_r72_s4,jsq,mid,710,20,20,72,4,0.18,443,0.5846501128668171,259,1050,38.72761904761905,25.694285714285716,184,133,0.109028,0.208333,0.456287,0.791667,1158,1152,77.2
map20_r72_s4,phasec,mid,701,20,20,72,4,0.18,568,0.5017605633802817,285,1082,53.77449168207024,41.06746765249538,283,217,0.097278,0.208333,0.615481,1.0,1457,1448,97.1333
map20_r72_s4,phasec,mid,702,20,20,72,4,0.18,437,0.9702517162471396,424,1887,39.79597244303127,26.11340752517223,13,0,0.011194,0.194444,0.020907,0.319444,151,124,10.0667
map20_r72_s4,phasec,mid,703,20,20,72,4,0.18,526,0.6634980988593155,349,1325,52.587169811320756,39.623396226415096,177,113,0.108824,0.180556,0.542907,0.930556,1306,1306,87.0667
map20_r72_s4,phasec,mid,704,20,20,72,4,0.18,470,0.5680851063829787,267,1062,46.558380414312616,33.20527306967985,203,142,0.127926,0.236111,0.573602,1.0,1197,1197,79.8
map20_r72_s4,phasec,mid,705,20,20,72,4,0.18,523,0.6022944550669216,315,1328,41.11746987951807,27.787650602409638,208,151,0.063824,0.166667,0.449389,1.0,798,794,53.2
map20_r72_s4,phasec,mid,706,20,20,72,4,0.18,555,0.954954954954955,530,2246,44.276491540516474,30.676313446126446,25,0,0.0505,0.152778,0.05025,0.25,376,121,25.0667
map20_r72_s4,phasec,mid,707,20,20,72,4,0.18,495,0.5535353535353535,274,1069,48.21796071094481,35.322731524789525,221,160,0.08325,0.194444,0.601815,0.972222,1415,1398,94.3333
map20_r72_s4,phasec,mid,708,20,20,72,4,0.18,502,0.900398406374502,452,1863,43.572195383789584,30.47987117552335,50,7,0.051231,0.194444,0.157444,0.625,556,510,37.0667
map20_r72_s4,phasec,mid,709,20,20,72,4,0.18,547,0.3546617915904936,194,751,35.11185086551265,22.288948069241012,353,291,0.056898,0.138889,0.752491,1.0,1425,1414,95.0
map20_r72_s4,phasec,mid,710,20,20,72,4,0.18,443,0.5936794582392777,263,1063,39.79303857008467,26.955785512699904,180,127,0.103435,0.180556,0.444759,0.791667,1158,1140,77.2
map20_r72_s4,combo_s1_j1,high,701,20,20,72,4,0.18,564,0.6382978723404256,360,1416,44.93008474576271,31.771186440677965,204,141,0.100278,0.194444,0.496046,0.986111,1435,1304,95.6667
map20_r72_s4,combo_s1_j1,high,702,20,20,72,4,0.18,549,0.37158469945355194,204,776,37.54381443298969,24.7770618556701,345,278,0.154287,0.194444,0.723019,0.986111,1395,1386,93.0
map20_r72_s4,combo_s1_j1,high,703,20,20,72,4,0.18,578,0.38235294117647056,221,882,32.801587301587304,19.865079365079364,357,296,0.122741,0.166667,0.700435,0.972222,1303,1297,86.8667
map20_r72_s4,combo_s1_j1,high,704,20,20,72,4,0.18,597,0.948073701842546,566,2321,47.84446359327876,34.43127962085308,31,0,0.017806,0.125,0.025861,0.152778,153,68,10.2
map20_r72_s4,combo_s1_j1,high,705,20,20,72,4,0.18,598,0.4080267558528428,244,931,34.20730397422127,20.76691729323308,354,293,0.086565,0.125,0.661463,0.986111,1298,1285,86.5333
map20_r72_s4,combo_s1_j1,high,706,20,20,72,4,0.18,566,0.9540636042402827,540,2366,44.628486897717664,31.252324598478445,26,0,0.012537,0.138889,0.014241,0.152778,59,6,3.9333
map20_r72_s4,combo_s1_j1,high,707,20,20,72,4,0.18,523,0.5430210325047801,284,1186,37.0362563237774,24.03709949409781,239,178,0.096796,0.152778,0.560991,1.0,1145,1080,76.3333
map20_r72_s4,combo_s1_j1,high,708,20,20,72,4,0.18,550,0.37454545454545457,206,859,46.92782305005821,33.9871944121071,344,281,0.117574,0.194444,0.680963,0.986111,1365,1337,91.0
map20_r72_s4,combo_s1_j1,high,709,20,20,72,4,0.18,540,0.7592592592592593,410,1673,42.925881649731025,29.818888224745965,130,75,0.103972,0.222222,0.275898,0.805556,887,813,59.1333
map20_r72_s4,combo_s1_j1,high,710,20,20,72,4,0.18,542,0.5387453874538746,292,1181,48.2116850127011,35.13632514817951,250,186,0.075898,0.208333,0.54825,0.958333,1172,1133,78.1333
map20_r72_s4,greedy,high,701,20,20,72,4,0.18,564,0.9485815602836879,535,2125,57.61082352941177,44.50070588235294,29,0,0.091898,0.194444,0.142176,0.444444,882,726,58.8
map20_r72_s4,greedy,high,702,20,20,72,4,0.18,549,0.23497267759562843,129,516,33.77906976744186,21.920542635658915,420,358,0.231833,0.277778,0.79288,1.0,1405,1399,93.6667
map20_r72_s4,greedy,high,703,20,20,72,4,0.18,578,0.41522491349480967,240,950,44.23789473684211,31.549473684210525,338,276,0.139407,0.222222,0.672019,1.0,1311,1304,87.4
map20_r72_s4,greedy,high,704,20,20,72,4,0.18,597,0.9346733668341709,558,2293,49.58438726559093,36.263846489315306,39,2,0.033185,0.194444,0.059028,0.388889,407,252,27.1333
map20_r72_s4,greedy,high,705,20,20,72,4,0.18,598,0.7842809364548495,469,1884,42.13588110403397,29.19267515923567,129,74,0.06788,0.166667,0.247056,0.791667,737,645,49.1333
map20_r72_s4,greedy,high,706,20,20,72,4,0.18,566,0.950530035335689,538,2321,46.59715639810427,33.437311503662215,28,1,0.022815,0.138889,0.03762,0.319444,249,134,16.6
map20_r72_s4,greedy,high,707,20,20,72,4,0.18,523,0.26003824091778205,136,592,28.08277027027027,15.72635135135135,387,327,0.150676,0.208333,0.78687,1.0,1430,1425,95.3333
map20_r72_s4,greedy,high,708,20,20,72,4,0.18,550,0.3236363636363636,178,713,46.98036465638149,34.12482468443198,372,306,0.14363,0.236111,0.717769,0.986111,1430,1413,95.3333
map20_r72_s4,greedy,high,709,20,20,72,4,0.18,540,0.3574074074074074,193,754,36.44031830238727,23.90185676392573,347,282,0.132593,0.180556,0.717315,1.0,1449,1434,96.6
map20_r72_s4,greedy,high,710,20,20,72,4,0.18,542,0.559040590405904,303,1170,42.16581196581197,29.282905982905984,239,174,0.109065,0.166667,0.540074,0.986111,1186,1183,79.0667
map20_r72_s4,hungarian,high,701,20,20,72,4,0.18,564,0.6968085106382979,393,1419,56.49048625792812,43.24947145877378,171,101,0.09712,0.180556,0.523454,0.930556,1485,1477,99.0
map20_r72_s4,hungarian,high,702,20,20,72,4,0.18,549,0.4517304189435337,248,898,51.99109131403118,39.5,301,236,0.119593,0.166667,0.689157,1.0,1406,1387,93.7333
map20_r72_s4,hungarian,high,703,20,20,72,4,0.18,578,0.8633217993079585,499,1971,52.97057331303907,39.945205479452056,79,14,0.056546,0.194444,0.278296,0.763889,877,864,58.4667
map20_r72_s4,hungarian,high,704,20,20,72,4,0.18,597,0.5879396984924623,351,1378,40.50725689404935,27.343251088534107,246,185,0.088241,0.194444,0.494361,1.0,1015,980,67.6667
map20_r72_s4,hungarian,high,705,20,20,72,4,0.18,598,0.9163879598662207,548,2323,48.53034868704262,35.345673697804564,50,2,0.029324,0.180556,0.05862,0.444444,348,194,23.2
map20_r72_s4,hungarian,high,706,20,20,72,4,0.18,566,0.9028268551236749,511,2033,50.300541072306935,37.273979340875556,55,7,0.0505,0.180556,0.215694,0.652778,878,858,58.5333
map20_r72_s4,hungarian,high,707,20,20,72,4,0.18,523,0.33078393881453155,173,707,35.74540311173975,23.37057991513437,350,285,0.155259,0.194444,0.760315,1.0,1417,1416,94.4667
map20_r72_s4,hungarian,high,708,20,20,72,4,0.18,550,0.3418181818181818,188,740,49.58378378378379,36.85,362,296,0.123361,0.236111,0.731185,1.0,1464,1448,97.6
map20_r72_s4,hungarian,high,709,20,20,72,4,0.18,540,0.11851851851851852,64,308,37.925324675324674,25.27922077922078,476,416,0.137833,0.305556,0.879537,1.0,1469,1456,97.9333
map20_r72_s4,hungarian,high,710,20,20,72,4,0.18,542,0.5996309963099631,325,1315,41.316349809885935,28.186311787072242,217,157,0.058472,0.138889,0.495231,0.986111,1000,966,66.6667
map20_r72_s4,jsq,high,701,20,20,72,4,0.18,564,0.625886524822695,353,1329,45.630549285176826,32.676448457486835,211,143,0.153306,0.277778,0.54488,0.958333,1485,1435,99.0
map20_r72_s4,jsq,high,702,20,20,72,4,0.18,549,0.4207650273224044,231,865,45.21271676300578,32.39768786127168,318,254,0.137935,0.222222,0.686074,1.0,1422,1418,94.8
map20_r72_s4,jsq,high,703,20,20,72,4,0.18,578,0.4100346020761246,237,961,36.575442247658685,23.742976066597294,341,278,0.073481,0.125,0.665435,0.972222,1293,1278,86.2
map20_r72_s4,jsq,high,704,20,20,72,4,0.18,597,0.7621440536013401,455,1838,44.17247007616975,31.109902067464635,142,84,0.04775,0.152778,0.250213,0.888889,635,563,42.3333
map20_r72_s4,jsq,high,705,20,20,72,4,0.18,598,0.6237458193979933,373,1494,41.388888888888886,28.465194109772423,225,164,0.056694,0.125,0.430509,0.930556,913,881,60.8667
map20_r72_s4,jsq,high,706,20,20,72,4,0.18,566,0.4381625441696113,248,1018,37.03536345776031,23.82907662082515,318,258,0.087037,0.125,0.61938,1.0,1181,1165,78.7333
map20_r72_s4,jsq,high,707,20,20,72,4,0.18,523,0.27915869980879543,146,659,30.599393019726858,17.7298937784522,377,319,0.15663,0.208333,0.772537,1.0,1430,1425,95.3333
map20_r72_s4,jsq,high,708,20,20,72,4,0.18,550,0.38181818181818183,210,822,46.193430656934304,33.367396593673966,340,273,0.141296,0.208333,0.700157,0.972222,1448,1441,96.5333
map20_r72_s4,jsq,high,709,20,20,72,4,0.18,540,0.3962962962962963,214,811,39.356350184956845,26.731196054254006,326,256,0.158907,0.236111,0.702833,1.0,1450,1429,96.6667
map20_r72_s4,jsq,high,710,20,20,72,4,0.18,542,0.6236162361623616,338,1291,49.789310611928734,36.740511231603406,204,139,0.105111,0.236111,0.474981,0.944444,1177,1176,78.4667
map20_r72_s4,phasec,high,701,20,20,72,4,0.18,564,0.524822695035461,296,1124,48.037366548042705,35.10142348754449,268,198,0.083306,0.194444,0.617889,0.986111,1476,1437,98.4
map20_r72_s4,phasec,high,702,20,20,72,4,0.18,549,0.2768670309653916,152,578,29.863321799307958,17.077854671280278,397,333,0.120944,0.166667,0.791694,1.0,1414,1413,94.2667
map20_r72_s4,phasec,high,703,20,20,72,4,0.18,578,0.43771626297577854,253,1014,38.086785009861934,25.164694280078894,325,263,0.054963,0.138889,0.627148,1.0,1201,1193,80.0667
map20_r72_s4,phasec,high,704,20,20,72,4,0.18,597,0.9430485762144054,563,2235,52.16196868008949,39.048769574944075,34,0,0.038259,0.208333,0.079583,0.444444,510,396,34.0
map20_r72_s4,phasec,high,705,20,20,72,4,0.18,598,0.7591973244147158,454,1790,48.24413407821229,35.02011173184358,144,85,0.071583,0.180556,0.287,0.791667,880,834,58.6667
map20_r72_s4,phasec,high,706,20,20,72,4,0.18,566,0.9452296819787986,535,2287,45.70354175776126,32.5190205509401,31,0,0.06987,0.194444,0.069981,0.194444,679,412,45.2667
map20_r72_s4,phasec,high,707,20,20,72,4,0.18,523,0.35946462715105165,188,781,31.946222791293213,18.63124199743918,335,271,0.13537,0.180556,0.710602,1.0,1306,1300,87.0667
map20_r72_s4,phasec,high,708,20,20,72,4,0.18,550,0.37272727272727274,205,813,40.514145141451415,27.600246002460025,345,286,0.126324,0.263889,0.667694,0.986111,1322,1280,88.1333
map20_r72_s4,phasec,high,709,20,20,72,4,0.18,540,0.43703703703703706,236,939,40.1863684771033,27.217252396166135,304,236,0.194315,0.277778,0.65387,1.0,1447,1425,96.4667
map20_r72_s4,phasec,high,710,20,20,72,4,0.18,542,0.6789667896678967,368,1531,52.67341606792946,39.44480731548008,174,109,0.130185,0.305556,0.328167,0.986111,898,846,59.8667
map30_r108_s4,combo_s1_j1,low,701,30,30,108,4,0.12,496,0.6290322580645161,312,1322,48.80862329803328,31.503025718608168,184,95,0.058747,0.12963,0.568457,0.972222,1249,1225,83.2667
map30_r108_s4,combo_s1_j1,low,702,30,30,108,4,0.12,339,0.9587020648967551,325,1426,39.81416549789621,20.302244039270686,14,0,0.001944,0.037037,0.000636,0.037037,0,0,0.0
map30_r108_s4,combo_s1_j1,low,703,30,30,108,4,0.12,563,0.9378330373001776,528,2323,60.055962117950926,41.00774860094705,35,0,0.014006,0.111111,0.025525,0.222222,219,111,14.6
map30_r108_s4,combo_s1_j1,low,704,30,30,108,4,0.12,536,0.7686567164179104,412,1849,59.91238507301244,40.700919415900486,124,38,0.073772,0.175926,0.35984,0.898148,1013,976,67.5333
map30_r108_s4,combo_s1_j1,low,705,30,30,108,4,0.12,470,0.8957446808510638,421,1920,52.36354166666667,33.9421875,49,0,0.039759,0.157407,0.11816,0.462963,690,680,46.0
map30_r108_s4,combo_s1_j1,low,706,30,30,108,4,0.12,521,0.5508637236084453,287,1185,46.31054852320675,26.953586497890296,234,151,0.05234,0.12037,0.617241,0.944444,1311,1301,87.4
map30_r108_s4,combo_s1_j1,low,707,30,30,108,4,0.12,338,0.9526627218934911,322,1506,44.98140770252324,25.55046480743692,16,0,0.01092,0.083333,0.018525,0.175926,94,68,6.2667
map30_r108_s4,combo_s1_j1,low,708,30,30,108,4,0.12,356,0.7921348314606742,282,1314,42.59893455098935,24.14992389649924,74,2,0.018352,0.055556,0.475512,0.824074,1273,1253,84.8667
map30_r108_s4,combo_s1_j1,low,709,30,30,108,4,0.12,404,0.9653465346534653,390,1831,52.059530311305295,32.45221190606226,14,0,0.007889,0.074074,0.011574,0.12037,40,21,2.6667
map30_r108_s4,combo_s1_j1,low,710,30,30,108,4,0.12,374,0.7754010695187166,290,1364,51.983870967741936,33.36290322580645,84,6,0.074975,0.138889,0.377636,0.87963,1094,1057,72.9333
map30_r108_s4,greedy,low,701,30,30,108,4,0.12,496,0.5483870967741935,272,1113,43.34681042228212,25.840071877807727,224,136,0.044272,0.092593,0.636074,0.972222,1353,1351,90.2
map30_r108_s4,greedy,low,702,30,30,108,4,0.12,339,0.9646017699115044,327,1444,39.359418282548475,20.195983379501385,12,0,0.002173,0.046296,0.001068,0.055556,0,0,0.0
map30_r108_s4,greedy,low,703,30,30,108,4,0.12,563,0.7015985790408525,395,1776,63.40033783783784,45.02477477477478,168,76,0.06979,0.185185,0.474636,0.925926,1424,1395,94.9333
map30_r108_s4,greedy,low,704,30,30,108,4,0.12,536,0.8470149253731343,454,2074,67.4946962391514,48.74300867888139,82,9,0.0415,0.166667,0.212506,0.703704,731,646,48.7333
map30_r108_s4,greedy,low,705,30,30,108,4,0.12,470,0.6170212765957447,290,1249,51.28742994395516,34.026421136909526,180,101,0.073167,0.138889,0.610938,0.990741,1331,1326,88.7333
map30_r108_s4,greedy,low,706,30,30,108,4,0.12,521,0.5374280230326296,280,1185,52.436286919831225,34.516455696202534,241,145,0.074648,0.212963,0.63042,1.0,1321,1318,88.0667
map30_r108_s4,greedy,low,707,30,30,108,4,0.12,338,0.6538461538461539,221,1088,75.11029411764706,56.353860294117645,117,40,0.088247,0.185185,0.655914,0.962963,1468,1464,97.8667
map30_r108_s4,greedy,low,708,30,30,108,4,0.12,356,0.9634831460674157,343,1445,45.919031141868516,26.031833910034603,13,0,0.003778,0.074074,0.003654,0.064815,0,0,0.0
map30_r108_s4,greedy,low,709,30,30,108,4,0.12,404,0.6435643564356436,260,1268,69.56309148264984,50.72397476340694,144,60,0.079556,0.157407,0.516006,1.0,1072,1071,71.4667
map30_r108_s4,greedy,low,710,30,30,108,4,0.12,374,0.6256684491978609,234,1092,53.23809523809524,35.255494505494504,140,58,0.049235,0.101852,0.605667,0.981481,1421,1412,94.7333
map30_r108_s4,hungarian,low,701,30,30,108,4,0.12,496,0.6350806451612904,315,1339,51.163554891710234,33.83420463032113,181,92,0.051741,0.138889,0.563722,0.990741,1241,1217,82.7333
map30_r108_s4,hungarian,low,702,30,30,108,4,0.12,339,0.9587020648967551,325,1436,39.97493036211699,20.748607242339833,14,0,0.002111,0.055556,0.001401,0.055556,0,0,0.0
map30_r108_s4,hungarian,low,703,30,30,108,4,0.12,563,0.6962699822380106,392,1645,63.37325227963526,45.131306990881455,171,76,0.078302,0.157407,0.54513,0.944444,1408,1387,93.8667
map30_r108_s4,hungarian,low,704,30,30,108,4,0.12,536,0.8880597014925373,476,2259,65.90925188136343,47.44001770694998,60,0,0.025685,0.111111,0.127451,0.481481,784,744,52.2667
map30_r108_s4,hungarian,low,705,30,30,108,4,0.12,470,0.8914893617021277,419,1897,53.16394306800211,34.933052187664735,51,0,0.04663,0.157407,0.174537,0.564815,778,767,51.8667
map30_r108_s4,hungarian,low,706,30,30,108,4,0.12,521,0.3570057581573896,186,913,57.82803943044907,40.27491785323111,335,247,0.150068,0.203704,0.676012,1.0,1288,1265,85.8667
map30_r108_s4,hungarian,low,707,30,30,108,4,0.12,338,0.30177514792899407,102,585,48.613675213675215,31.711111111111112,236,162,0.137191,0.194444,0.774222,1.0,1468,1464,97.8667
map30_r108_s4,hungarian,low,708,30,30,108,4,0.12,356,0.8146067415730337,290,1285,43.115953307393,24.52762645914397,66,2,0.038253,0.074074,0.376568,0.722222,1162,1147,77.4667
map30_r108_s4,hungarian,low,709,30,30,108,4,0.12,404,0.8415841584158416,340,1613,62.220086794792316,43.50278983261004,64,1,0.068512,0.12963,0.351309,0.675926,1031,1023,68.7333
map30_r108_s4,hungarian,low,710,30,30,108,4,0.12,374,0.8288770053475936,310,1533,67.01630789302023,49.02152641878669,64,0,0.052753,0.12963,0.336315,0.768519,1419,1416,94.6
map30_r108_s4,jsq,low,701,30,30,108,4,0.12,496,0.5342741935483871,265,1087,43.33854645814167,25.84820607175713,231,145,0.044278,0.092593,0.641747,0.972222,1353,1351,90.2
map30_r108_s4,jsq,low,702,30,30,108,4,0.12,339,0.9646017699115044,327,1444,39.359418282548475,20.195983379501385,12,0,0.002173,0.046296,0.001068,0.055556,0,0,0.0
map30_r108_s4,jsq,low,703,30,30,108,4,0.12,563,0.6980461811722913,393,1767,63.74476513865309,45.302207130730054,170,80,0.069784,0.185185,0.474685,0.916667,1424,1395,94.9333
map30_r108_s4,jsq,low,704,30,30,108,4,0.12,536,0.7779850746268657,417,1851,61.50189086980011,42.244192328471094,119,30,0.03366,0.111111,0.330321,0.861111,918,885,61.2
map30_r108_s4,jsq,low,705,30,30,108,4,0.12,470,0.6148936170212767,289,1252,51.489616613418534,34.09504792332268,181,101,0.073136,0.138889,0.609438,0.981481,1331,1326,88.7333
map30_r108_s4,jsq,low,706,30,30,108,4,0.12,521,0.5489443378119002,286,1208,52.10016556291391,34.15976821192053,235,138,0.074648,0.212963,0.627463,0.972222,1321,1318,88.0667
map30_r108_s4,jsq,low,707,30,30,108,4,0.12,338,0.7633136094674556,258,1253,53.45730247406225,35.26815642458101,80,0,0.040265,0.101852,0.491796,0.851852,1468,1465,97.8667
map30_r108_s4,jsq,low,708,30,30,108,4,0.12,356,0.9634831460674157,343,1445,45.919031141868516,26.031833910034603,13,0,0.003778,0.074074,0.003654,0.064815,0,0,0.0
map30_r108_s4,jsq,low,709,30,30,108,4,0.12,404,0.6485148514851485,262,1277,69.31480031323414,50.48551292090838,142,59,0.079556,0.157407,0.515,0.981481,1072,1071,71.4667
map30_r108_s4,jsq,low,710,30,30,108,4,0.12,374,0.6229946524064172,233,1091,53.189734188817596,35.19248395967003,141,58,0.049235,0.101852,0.605321,0.981481,1421,1412,94.7333
map30_r108_s4,phasec,low,701,30,30,108,4,0.12,496,0.6532258064516129,324,1558,56.685494223363285,37.25096277278562,172,96,0.046611,0.12037,0.50279,0.953704,1107,1079,73.8
map30_r108_s4,phasec,low,702,30,30,108,4,0.12,339,0.911504424778761,309,1478,45.38024357239513,25.539242219215154,30,0,0.076272,0.194444,0.07308,0.185185,603,416,40.2
map30_r108_s4,phasec,low,703,30,30,108,4,0.12,563,0.7886323268206039,444,1992,58.03915662650602,39.21586345381526,119,38,0.054117,0.157407,0.293796,0.87037,834,763,55.6
map30_r108_s4,phasec,low,704,30,30,108,4,0.12,536,0.457089552238806,245,1138,53.23374340949034,35.62478031634446,291,204,0.066222,0.12037,0.564111,1.0,1131,1120,75.4
map30_r108_s4,phasec,low,705,30,30,108,4,0.12,470,0.8553191489361702,402,1820,44.72857142857143,27.088461538461537,68,3,0.053204,0.138889,0.237858,0.731481,723,692,48.2
map30_r108_s4,phasec,low,706,30,30,108,4,0.12,521,0.29366602687140114,153,795,59.66540880503145,40.503144654088054,368,282,0.170173,0.240741,0.669944,1.0,1162,1128,77.4667
map30_r108_s4,phasec,low,707,30,30,108,4,0.12,338,0.6686390532544378,226,1074,67.06797020484171,49.201117318435756,112,32,0.088605,0.222222,0.595216,0.972222,1455,1455,97.0
map30_r108_s4,phasec,low,708,30,30,108,4,0.12,356,0.9466292134831461,337,1457,52.14207275223061,32.39601921757035,19,0,0.037815,0.12037,0.041698,0.111111,199,96,13.2667
map30_r108_s4,phasec,low,709,30,30,108,4,0.12,404,0.9529702970297029,385,1806,52.12126245847176,32.48228128460686,19,0,0.015759,0.055556,0.020389,0.111111,43,4,2.8667
map30_r108_s4,phasec,low,710,30,30,108,4,0.12,374,0.45187165775401067,169,841,44.717003567181926,26.58858501783591,205,127,0.142716,0.203704,0.635253,1.0,1151,1139,76.7333
map30_r108_s4,combo_s1_j1,mid,701,30,30,108,4,0.12,568,0.8767605633802817,498,2289,60.66579292267366,42.24726955002184,70,2,0.035432,0.12963,0.126809,0.648148,620,420,41.3333
map30_r108_s4,combo_s1_j1,mid,702,30,30,108,4,0.12,437,0.5102974828375286,223,1024,41.041015625,23.0361328125,214,133,0.069191,0.12037,0.699333,0.981481,1375,1369,91.6667
map30_r108_s4,combo_s1_j1,mid,703,30,30,108,4,0.12,526,0.8326996197718631,438,1986,62.62437059415912,44.20191339375629,88,19,0.039062,0.12037,0.308105,0.824074,918,785,61.2
map30_r108_s4,combo_s1_j1,mid,704,30,30,108,4,0.12,470,0.9531914893617022,448,2053,55.163175840233805,35.81734047735022,22,0,0.016969,0.12963,0.027562,0.166667,136,77,9.0667
map30_r108_s4,combo_s1_j1,mid,705,30,30,108,4,0.12,523,0.7973231357552581,417,1885,66.25145888594164,47.34005305039788,106,20,0.06587,0.166667,0.393327,0.87963,1205,1182,80.3333
map30_r108_s4,combo_s1_j1,mid,706,30,30,108,4,0.12,555,0.7963963963963964,442,1905,67.10551181102362,48.80262467191601,113,26,0.063247,0.203704,0.408512,0.888889,1167,1101,77.8
map30_r108_s4,combo_s1_j1,mid,707,30,30,108,4,0.12,495,0.5595959595959596,277,1239,47.42453591606134,29.141242937853107,218,126,0.099549,0.148148,0.643519,0.962963,1403,1351,93.5333
map30_r108_s4,combo_s1_j1,mid,708,30,30,108,4,0.12,502,0.6673306772908366,335,1383,43.215473608098335,24.46348517715112,167,82,0.056951,0.12037,0.5525,0.953704,1208,1208,80.5333
map30_r108_s4,combo_s1_j1,mid,709,30,30,108,4,0.12,547,0.716636197440585,392,1714,63.164527421236876,43.45624270711785,155,75,0.055722,0.148148,0.464432,0.907407,1142,1100,76.1333
map30_r108_s4,combo_s1_j1,mid,710,30,30,108,4,0.12,443,0.5395033860045146,239,1155,59.382683982683986,41.02337662337662,204,118,0.106191,0.175926,0.544914,1.0,1236,1192,82.4
map30_r108_s4,greedy,mid,701,30,30,108,4,0.12,568,0.8345070422535211,474,2186,60.85178408051235,42.12397072278134,94,11,0.049506,0.175926,0.169222,0.851852,600,488,40.0
map30_r108_s4,greedy,mid,702,30,30,108,4,0.12,437,0.9588100686498856,419,1890,49.115873015873014,29.885714285714286,18,0,0.008494,0.111111,0.01737,0.166667,156,94,10.4
map30_r108_s4,greedy,mid,703,30,30,108,4,0.12,526,0.5741444866920152,302,1327,53.8673700075358,35.42125094197438,224,136,0.117796,0.175926,0.607352,0.981481,1404,1386,93.6
