load,seed,branch,completed_orders,deadlock_ratio,risk_per_100,avg_excess_delay,final_backlog
low,933,Hungarian,159.0,0.659847,74.8667,22.428753180661577,672.0
low,934,Hungarian,516.0,0.036319,19.8,33.153065725628586,29.0
low,935,Hungarian,322.0,0.451944,59.9333,27.163306451612904,449.0
low,936,Hungarian,179.0,0.687625,82.3333,23.680538555691555,346.0
low,937,Hungarian,477.0,0.015444,8.7333,29.812962962962963,12.0
low,938,Hungarian,277.0,0.430708,63.0667,35.44088319088319,530.0
low,939,Hungarian,373.0,0.040056,18.9333,28.770588235294117,9.0
low,940,Hungarian,482.0,0.022,12.2667,28.965188364329997,16.0
low,941,Hungarian,427.0,0.024069,1.0667,23.586574320724562,12.0
low,942,Hungarian,329.0,0.006,1.0,20.973489519112206,12.0
low,943,Hungarian,244.0,0.533375,67.2667,31.25868725868726,590.0
low,944,Hungarian,353.0,0.010986,6.4667,22.394705174488568,12.0
low,945,Hungarian,448.0,0.026708,14.4667,30.524433249370276,10.0
low,946,Hungarian,151.0,0.726167,85.6,22.695331695331696,586.0
low,947,Hungarian,186.0,0.666556,81.8,24.66252821670429,688.0
low,948,Hungarian,137.0,0.770042,88.7333,21.18046357615894,398.0
low,949,Hungarian,545.0,0.027028,14.4667,33.20508401551056,25.0
low,900,JSQ,467.0,0.026931,12.6667,30.833822091886606,11.0
low,901,JSQ,311.0,0.468556,60.6,29.77292576419214,426.0
low,902,JSQ,368.0,0.008944,5.4,24.46975692481628,12.0
low,903,JSQ,489.0,0.104875,26.2,29.606679035250465,38.0
low,904,JSQ,542.0,0.019347,10.0667,31.292461005199307,38.0
low,905,JSQ,312.0,0.4395,66.0667,29.090407177363698,155.0
low,906,JSQ,480.0,0.11,28.8667,31.795627376425855,35.0
low,907,JSQ,537.0,0.029194,18.4667,33.236086175942546,34.0
low,908,JSQ,210.0,0.655278,79.4667,30.075163398692812,414.0
low,909,JSQ,264.0,0.533833,67.7333,28.305487305487304,342.0
low,910,JSQ,508.0,0.037625,20.4,34.54541366906475,52.0
low,911,JSQ,269.0,0.550819,80.9333,27.175231676495365,302.0
low,912,JSQ,389.0,0.272375,53.0667,32.644444444444446,116.0
low,913,JSQ,240.0,0.607903,77.0667,27.451851851851853,281.0
low,914,JSQ,172.0,0.675347,80.8,23.627935723114955,362.0
low,915,JSQ,554.0,0.024944,15.6667,32.22782608695652,40.0
low,916,JSQ,392.0,0.014139,9.2,25.343184559710494,9.0
low,917,JSQ,431.0,0.020389,9.3333,29.37720207253886,11.0
low,918,JSQ,148.0,0.726708,84.6,25.276625172890732,463.0
low,919,JSQ,286.0,0.5035,67.4,26.733383121732636,425.0
low,920,JSQ,465.0,0.229597,41.0667,30.027649769585253,156.0
low,921,JSQ,466.0,0.141319,27.6667,29.88894301022893,130.0
low,922,JSQ,434.0,0.024347,13.7333,30.9080824088748,10.0
low,923,JSQ,321.0,0.001833,1.1333,18.45716154349248,10.0
low,924,JSQ,226.0,0.647306,86.9333,23.589717741935484,389.0
low,925,JSQ,143.0,0.744778,89.4667,23.0,372.0
low,926,JSQ,87.0,0.855208,94.8,20.786036036036037,591.0
low,927,JSQ,360.0,0.014458,7.1333,25.60251798561151,8.0
low,928,JSQ,302.0,0.496153,62.2667,26.621411947245928,248.0
low,929,JSQ,410.0,0.245736,38.4,28.70909090909091,90.0
low,930,JSQ,350.0,0.007708,4.0667,22.543178973717147,10.0
low,931,JSQ,518.0,0.039167,18.4,32.80772646536412,13.0
low,932,JSQ,441.0,0.025194,15.4,28.140432098765434,12.0
low,933,JSQ,439.0,0.138986,32.6667,31.299637117677552,104.0
low,934,JSQ,231.0,0.61825,81.7333,28.4460141271443,593.0
low,935,JSQ,328.0,0.447056,59.8667,27.792642140468228,439.0
low,936,JSQ,356.0,0.012903,8.4,22.247607655502392,12.0
low,937,JSQ,477.0,0.01975,10.6667,31.499303944315546,12.0
low,938,JSQ,279.0,0.496097,72.3333,25.89124087591241,512.0
low,939,JSQ,373.0,0.018833,10.9333,25.423076923076923,9.0
low,940,JSQ,482.0,0.011625,4.6667,28.79098168154063,17.0
low,941,JSQ,332.0,0.440847,59.7333,25.410911602209946,180.0
low,942,JSQ,141.0,0.710597,83.2667,22.105185185185185,366.0
low,943,JSQ,536.0,0.023944,12.9333,31.698013245033113,17.0
low,944,JSQ,214.0,0.557153,70.4,22.579395085066164,263.0
low,945,JSQ,229.0,0.576681,68.8,25.587096774193547,422.0
low,946,JSQ,448.0,0.03025,15.8,31.19908583037075,11.0
low,947,JSQ,514.0,0.036667,24.6,33.24855233853007,33.0
low,948,JSQ,61.0,0.886819,91.6667,20.483443708609272,555.0
low,949,JSQ,210.0,0.691708,83.3333,23.676056338028168,684.0
low,900,PhaseC,426.0,0.204639,37.2667,28.453768038482096,73.0
low,901,PhaseC,475.0,0.130056,27.4,29.47235693501455,102.0
low,902,PhaseC,368.0,0.011972,6.6667,24.726500566251417,12.0
low,903,PhaseC,492.0,0.103903,25.8667,30.010823529411766,33.0
low,904,PhaseC,213.0,0.619375,74.2,26.855327468230694,695.0
low,905,PhaseC,113.0,0.804,88.4,22.622920517560075,558.0
low,906,PhaseC,470.0,0.156639,37.6667,32.90765432098765,57.0
low,907,PhaseC,252.0,0.559889,71.3333,24.83974358974359,601.0
low,908,PhaseC,297.0,0.512361,65.2667,29.538338658146966,233.0
low,909,PhaseC,435.0,0.036208,21.0667,28.448795180722893,14.0
low,910,PhaseC,513.0,0.024125,12.6667,32.59538598047915,39.0
low,911,PhaseC,144.0,0.751528,84.4667,25.851063829787233,559.0
low,912,PhaseC,124.0,0.760556,85.8,24.103578154425612,635.0
low,913,PhaseC,387.0,0.006056,3.2667,23.757998836532867,11.0
low,914,PhaseC,361.0,0.061694,49.8667,28.69939024390244,10.0
low,915,PhaseC,557.0,0.014403,6.3333,30.70236559139785,35.0
low,916,PhaseC,390.0,0.011764,5.8667,24.19471153846154,11.0
low,917,PhaseC,431.0,0.008986,4.6,27.956230690010297,11.0
low,918,PhaseC,176.0,0.670931,78.7333,30.13193588162762,409.0
low,919,PhaseC,502.0,0.021917,11.5333,31.133395960544856,13.0
low,920,PhaseC,137.0,0.738986,83.0,29.135537190082644,818.0
low,921,PhaseC,496.0,0.046194,18.4667,31.433869526362823,68.0
low,922,PhaseC,301.0,0.492028,67.8667,31.63364779874214,252.0
low,923,PhaseC,322.0,0.001569,0.2,18.489208633093526,9.0
low,924,PhaseC,351.0,0.388347,58.4,31.102717031146454,139.0
low,925,PhaseC,334.0,0.005083,3.2,20.165445665445667,12.0
low,926,PhaseC,155.0,0.75625,84.6667,24.514372163388806,452.0
low,927,PhaseC,358.0,0.012903,6.8667,24.488676996424314,10.0
low,928,PhaseC,436.0,0.018167,10.4667,27.303441084462982,10.0
low,929,PhaseC,463.0,0.011694,3.7333,30.19047619047619,8.0
low,930,PhaseC,193.0,0.686111,87.7333,22.710045662100455,300.0
low,931,PhaseC,228.0,0.607944,74.7333,27.185701021355616,577.0
low,932,PhaseC,314.0,0.442889,62.1333,28.297904191616766,244.0
low,933,PhaseC,480.0,0.048542,24.8,34.86116504854369,36.0
low,934,PhaseC,514.0,0.035875,23.7333,32.506678539626,31.0
low,935,PhaseC,538.0,0.020125,7.4,32.95084087968952,29.0
low,936,PhaseC,79.0,0.862069,93.4,20.7972972972973,542.0
low,937,PhaseC,478.0,0.014069,7.7333,31.07397133610726,11.0
low,938,PhaseC,170.0,0.686042,77.8667,24.632298136645964,733.0
low,939,PhaseC,160.0,0.736111,82.4667,28.005865102639298,410.0
low,940,PhaseC,295.0,0.43675,53.7333,25.009174311926607,373.0
low,941,PhaseC,428.0,0.008542,4.1333,25.004273504273506,11.0
low,942,PhaseC,330.0,0.007944,4.6667,22.015243902439025,11.0
low,943,PhaseC,537.0,0.023875,12.4667,32.77244718309859,16.0
low,944,PhaseC,353.0,0.016333,10.1333,23.36156156156156,12.0
low,945,PhaseC,343.0,0.386625,55.8667,29.24293405114401,192.0
low,946,PhaseC,397.0,0.252083,45.2667,31.12601156069364,90.0
low,947,PhaseC,85.0,0.853458,92.8,19.868073878627968,885.0
low,948,PhaseC,341.0,0.027236,15.7333,24.50336391437309,14.0
low,949,PhaseC,515.0,0.099819,22.5333,29.702380952380953,74.0
mid,900,ComboS1J1,408.0,0.081431,55.9333,24.98175965665236,17.0
mid,901,ComboS1J1,536.0,0.023792,12.2667,33.902064119455424,40.0
mid,902,ComboS1J1,376.0,0.337069,58.8667,34.56978155339806,233.0
mid,903,ComboS1J1,141.0,0.767611,91.0,21.401481481481483,813.0
mid,904,ComboS1J1,441.0,0.033181,18.8,29.452508524111057,17.0
mid,905,ComboS1J1,531.0,0.041931,26.5333,34.927415828596416,31.0
mid,906,ComboS1J1,515.0,0.064458,25.2667,32.998632010943915,30.0
mid,907,ComboS1J1,430.0,0.02175,13.3333,29.595238095238095,18.0
mid,908,ComboS1J1,275.0,0.551069,70.6,31.84917175239756,352.0
mid,909,ComboS1J1,279.0,0.510014,67.4,29.946362968405584,426.0
mid,910,ComboS1J1,152.0,0.702264,87.2667,23.93632075471698,530.0
mid,911,ComboS1J1,468.0,0.022056,14.5333,30.26529636711281,15.0
mid,912,ComboS1J1,271.0,0.540653,78.8667,28.31512605042017,340.0
mid,913,ComboS1J1,534.0,0.020458,10.8667,32.005453020134226,45.0
mid,914,ComboS1J1,87.0,0.809458,85.5333,18.06791569086651,610.0
mid,915,ComboS1J1,539.0,0.021014,8.1333,31.919418758256274,30.0
mid,916,ComboS1J1,281.0,0.588667,76.2,25.040447504302925,336.0
mid,917,ComboS1J1,390.0,0.041,19.8667,25.83147853736089,27.0
mid,918,ComboS1J1,142.0,0.759722,88.8,25.944277108433734,575.0
mid,919,ComboS1J1,388.0,0.004028,2.7333,19.206521739130434,14.0
mid,920,ComboS1J1,354.0,0.382361,58.5333,27.459302325581394,422.0
mid,921,ComboS1J1,220.0,0.648056,81.4667,23.938735177865613,687.0
mid,922,ComboS1J1,446.0,0.032347,19.1333,29.961633054599115,13.0
mid,923,ComboS1J1,460.0,0.024153,12.5333,28.950780880265025,19.0
mid,924,ComboS1J1,292.0,0.498847,64.7333,29.584234930448222,421.0
mid,925,ComboS1J1,557.0,0.035139,18.0667,33.362947368421054,56.0
mid,926,ComboS1J1,154.0,0.763139,88.0,22.517934002869442,526.0
mid,927,ComboS1J1,326.0,0.450875,62.2667,30.450780719619825,483.0
mid,928,ComboS1J1,270.0,0.540111,66.6,26.992160278745644,354.0
mid,929,ComboS1J1,461.0,0.204264,37.8,30.44226044226044,139.0
mid,930,ComboS1J1,410.0,0.007722,4.4,23.786311389759664,15.0
mid,931,ComboS1J1,544.0,0.040083,20.8,32.1219512195122,36.0
mid,932,ComboS1J1,408.0,0.017903,3.1333,23.301242236024844,20.0
mid,933,ComboS1J1,425.0,0.015444,8.2667,26.831818181818182,11.0
mid,934,ComboS1J1,371.0,0.404597,71.4,32.11836998706339,417.0
mid,935,ComboS1J1,361.0,0.423944,55.2667,28.802952503209244,362.0
mid,936,ComboS1J1,445.0,0.022236,14.2,29.80675608544461,13.0
mid,937,ComboS1J1,350.0,0.390292,56.0667,29.513234344738542,201.0
mid,938,ComboS1J1,284.0,0.510458,70.0667,24.206373292867983,489.0
mid,939,ComboS1J1,521.0,0.042083,23.9333,33.155326768128916,15.0
mid,940,ComboS1J1,290.0,0.530778,64.2667,26.883865939204988,411.0
mid,941,ComboS1J1,555.0,0.010361,2.2,30.877763871506048,35.0
mid,942,ComboS1J1,223.0,0.599417,72.7333,21.831337325349303,601.0
mid,943,ComboS1J1,337.0,0.437028,63.7333,30.648395721925134,438.0
mid,944,ComboS1J1,404.0,0.017944,9.9333,24.909137577002053,15.0
mid,945,ComboS1J1,333.0,0.395514,61.8667,31.601294498381876,299.0
mid,946,ComboS1J1,244.0,0.589583,78.4,29.635571054925894,623.0
mid,947,ComboS1J1,164.0,0.703514,83.2667,26.82565379825654,519.0
mid,948,ComboS1J1,141.0,0.762778,87.1333,25.920661157024792,539.0
mid,949,ComboS1J1,544.0,0.023319,11.7333,33.40597014925373,19.0
mid,900,Greedy,129.0,0.7915,90.8667,26.258680555555557,558.0
mid,901,Greedy,532.0,0.025486,15.4,35.33718937446444,45.0
mid,902,Greedy,378.0,0.336708,51.6667,34.76829268292683,233.0
mid,903,Greedy,524.0,0.087472,22.4667,32.48852901484481,47.0
mid,904,Greedy,233.0,0.608708,72.3333,28.316037735849058,419.0
mid,905,Greedy,526.0,0.041875,24.4667,35.28699360341152,39.0
mid,906,Greedy,463.0,0.215708,44.0667,33.17929292929293,130.0
mid,907,Greedy,228.0,0.598194,77.7333,27.714421252371917,407.0
mid,908,Greedy,287.0,0.510375,70.0,31.897990726429676,344.0
mid,909,Greedy,402.0,0.296319,52.5333,34.386388583973655,178.0
mid,910,Greedy,211.0,0.598764,80.6,31.99138755980861,410.0
mid,911,Greedy,327.0,0.437111,65.6667,30.469470827679782,277.0
mid,912,Greedy,281.0,0.480417,69.7333,33.62480127186009,322.0
mid,913,Greedy,534.0,0.033708,18.4667,34.74625,43.0
mid,914,Greedy,130.0,0.735264,83.8,18.60549132947977,526.0
mid,915,Greedy,534.0,0.025833,13.9333,34.93110918544194,39.0
mid,916,Greedy,260.0,0.59775,81.0,28.02296819787986,374.0
mid,917,Greedy,190.0,0.655056,81.7333,27.161081081081083,425.0
mid,918,Greedy,194.0,0.652708,79.5333,32.243063263041066,475.0
mid,919,Greedy,103.0,0.825556,93.3333,18.31856540084388,564.0
mid,920,Greedy,543.0,0.049375,26.6667,36.87278234530506,43.0
mid,921,Greedy,545.0,0.046764,26.6667,35.92367066895369,39.0
mid,922,Greedy,247.0,0.555694,71.1333,31.347902097902097,390.0
mid,923,Greedy,263.0,0.568097,70.0,30.362478777589136,402.0
mid,924,Greedy,431.0,0.239056,47.4,36.134766649187206,148.0
mid,925,Greedy,560.0,0.024347,12.4,34.880497925311204,46.0
mid,926,Greedy,144.0,0.754292,85.7333,26.195965417867434,552.0
mid,927,Greedy,547.0,0.058,30.6667,37.36744386873921,41.0
mid,928,Greedy,245.0,0.568917,66.8667,27.611659192825112,408.0
mid,929,Greedy,503.0,0.106431,25.0667,33.89844097995546,54.0
mid,930,Greedy,169.0,0.704625,82.9333,27.862694300518136,482.0
mid,931,Greedy,542.0,0.038208,22.0,34.990107172300085,41.0
mid,932,Greedy,113.0,0.785056,84.0667,23.378846153846155,597.0
mid,933,Greedy,230.0,0.61,77.4667,29.54433962264151,379.0
mid,934,Greedy,558.0,0.046986,26.2,37.36222509702458,40.0
mid,935,Greedy,496.0,0.173514,38.4667,34.80300187617261,97.0
mid,936,Greedy,226.0,0.624194,81.4,30.590597453476985,431.0
mid,937,Greedy,307.0,0.461042,64.2,30.21320890165111,288.0
mid,938,Greedy,509.0,0.047375,27.4,35.592624728850325,43.0
mid,939,Greedy,469.0,0.192472,44.9333,35.142159257449926,105.0
mid,940,Greedy,378.0,0.388569,61.8667,32.125230202578265,236.0
mid,941,Greedy,546.0,0.027389,13.6667,34.16329966329966,44.0
mid,942,Greedy,504.0,0.044,26.5333,34.93692104102338,42.0
mid,943,Greedy,525.0,0.125611,29.6,35.474761255115965,58.0
mid,944,Greedy,153.0,0.707292,85.0667,25.884665792922675,498.0
mid,945,Greedy,410.0,0.259458,47.5333,34.331172339276065,139.0
mid,946,Greedy,531.0,0.071153,40.4667,39.68859060402684,45.0
mid,947,Greedy,147.0,0.717319,85.2,31.15616045845272,549.0
mid,948,Greedy,87.0,0.840375,89.5333,26.925659472422062,651.0
mid,949,Greedy,521.0,0.097139,30.7333,34.78963684676705,53.0
mid,900,Hungarian,412.0,0.013653,7.2667,23.305093833780163,13.0
mid,901,Hungarian,496.0,0.158639,41.8,34.25605700712589,123.0
mid,902,Hungarian,168.0,0.5925,76.6,32.98726114649681,666.0
mid,903,Hungarian,307.0,0.502139,60.2,29.16331456154465,474.0
mid,904,Hungarian,254.0,0.564167,72.7333,30.034995625546806,379.0
mid,905,Hungarian,225.0,0.633236,78.4667,28.41675392670157,628.0
mid,906,Hungarian,514.0,0.085861,34.1333,35.230804179918216,32.0
mid,907,Hungarian,432.0,0.011903,5.8,28.618856569709127,16.0
mid,908,Hungarian,463.0,0.015222,7.1333,29.06884765625,10.0
mid,909,Hungarian,148.0,0.772681,87.0,22.386459802538788,687.0
mid,910,Hungarian,185.0,0.657833,80.5333,27.938356164383563,464.0
mid,911,Hungarian,470.0,0.032819,18.4667,30.646806482364155,13.0
mid,912,Hungarian,447.0,0.027722,15.9333,30.833672431332655,13.0
mid,913,Hungarian,539.0,0.042944,22.8667,35.12270984235194,35.0
mid,914,Hungarian,132.0,0.743486,83.9333,20.126506024096386,522.0
mid,915,Hungarian,541.0,0.012417,4.3333,30.421821305841924,28.0
mid,916,Hungarian,188.0,0.689264,83.2667,27.731441048034934,530.0
mid,917,Hungarian,384.0,0.061542,14.0667,23.21262817053427,33.0
mid,918,Hungarian,298.0,0.447306,66.4667,32.60318664643399,267.0
mid,919,Hungarian,108.0,0.809361,93.5333,19.296660117878194,551.0
mid,920,Hungarian,199.0,0.701611,91.6667,27.06188118811881,730.0
mid,921,Hungarian,551.0,0.040278,20.6667,36.55306298533218,29.0
mid,922,Hungarian,200.0,0.651736,78.4,29.696428571428573,490.0
mid,923,Hungarian,459.0,0.031625,20.4667,28.593984962406015,20.0
mid,924,Hungarian,195.0,0.629819,82.0,25.961466165413533,627.0
mid,925,Hungarian,532.0,0.029583,15.2,34.56859504132231,116.0
mid,926,Hungarian,424.0,0.030167,15.6,28.29171038824764,12.0
mid,927,Hungarian,171.0,0.683625,87.8,26.968684759916492,801.0
mid,928,Hungarian,450.0,0.018389,11.4667,27.660545905707195,16.0
mid,929,Hungarian,140.0,0.708972,82.8,29.482634730538923,794.0
mid,930,Hungarian,197.0,0.598625,80.4667,35.57726819541376,433.0
mid,931,Hungarian,222.0,0.608333,74.3333,28.688584474885843,687.0
mid,932,Hungarian,411.0,0.010264,5.2667,23.92284263959391,17.0
mid,933,Hungarian,423.0,0.031806,19.6667,30.741721854304636,13.0
mid,934,Hungarian,393.0,0.396972,65.0,34.05636478784041,365.0
mid,935,Hungarian,441.0,0.053611,29.4667,38.0568278201866,214.0
mid,936,Hungarian,258.0,0.381,68.6667,36.762340036563074,382.0
mid,937,Hungarian,339.0,0.396153,57.2,29.764968152866242,225.0
mid,938,Hungarian,314.0,0.494861,69.8667,27.31458179126573,429.0
mid,939,Hungarian,182.0,0.707931,84.6,31.24064837905237,678.0
mid,940,Hungarian,233.0,0.599819,69.6,29.891181988742964,528.0
mid,941,Hungarian,556.0,0.010903,3.7333,30.23886808156471,30.0
mid,942,Hungarian,307.0,0.326847,49.8667,31.310909090909092,450.0
mid,943,Hungarian,441.0,0.269167,47.1333,31.04318766066838,230.0
mid,944,Hungarian,402.0,0.022472,13.9333,25.810894141829394,17.0
mid,945,Hungarian,184.0,0.540944,70.9333,32.11873990306947,618.0
mid,946,Hungarian,435.0,0.306569,51.7333,34.024445707788516,233.0
mid,947,Hungarian,163.0,0.690708,85.8667,29.78113663845224,523.0
mid,948,Hungarian,121.0,0.816208,89.8,24.55268022181146,581.0
mid,949,Hungarian,214.0,0.685264,80.3333,23.91186440677966,660.0
mid,900,JSQ,142.0,0.772153,90.8667,24.822727272727274,533.0
mid,901,JSQ,535.0,0.033778,22.2,34.788830715532285,40.0
mid,902,JSQ,489.0,0.088139,44.2667,38.57869934024505,19.0
mid,903,JSQ,479.0,0.221167,44.1333,30.291666666666668,135.0
mid,904,JSQ,222.0,0.595625,72.2667,27.095323741007196,439.0
mid,905,JSQ,210.0,0.646167,79.7333,25.054808686659772,662.0
mid,906,JSQ,521.0,0.042083,22.0667,34.69861792242532,24.0
mid,907,JSQ,431.0,0.020278,12.2,28.135902636916835,17.0
mid,908,JSQ,459.0,0.0165,9.6667,28.659201557935734,14.0
mid,909,JSQ,493.0,0.031375,18.2667,32.79514207149404,14.0
mid,910,JSQ,415.0,0.033597,21.6667,28.8780127889818,17.0
mid,911,JSQ,224.0,0.619639,78.5333,24.562135922330096,481.0
mid,912,JSQ,262.0,0.546889,75.9333,27.040495867768595,364.0
mid,913,JSQ,250.0,0.575639,71.8,25.609606986899564,614.0
mid,914,JSQ,144.0,0.709542,82.2,19.231393775372126,499.0
mid,915,JSQ,544.0,0.018042,8.6,32.24588744588745,25.0
mid,916,JSQ,453.0,0.009736,4.5333,24.59470264867566,14.0
mid,917,JSQ,380.0,0.089833,19.4667,26.22790948275862,42.0
mid,918,JSQ,170.0,0.713139,78.9333,29.026420079260237,520.0
mid,919,JSQ,105.0,0.799667,93.3333,18.162348877374786,560.0
mid,920,JSQ,542.0,0.048125,26.6,34.48840262582057,43.0
mid,921,JSQ,537.0,0.051542,27.0667,35.26950043821209,51.0
mid,922,JSQ,382.0,0.286139,55.2,32.05555555555556,119.0
mid,923,JSQ,284.0,0.547708,74.6667,28.928233438485805,356.0
mid,924,JSQ,281.0,0.525792,72.0,30.94893951296151,446.0
mid,925,JSQ,152.0,0.766069,87.6667,24.838805970149252,863.0
mid,926,JSQ,425.0,0.026875,14.7333,26.484895833333333,11.0
mid,927,JSQ,328.0,0.434069,60.4667,30.6503355704698,475.0
mid,928,JSQ,378.0,0.306083,53.2,27.60877626699629,139.0
mid,929,JSQ,499.0,0.128736,32.9333,32.08651633686148,58.0
mid,930,JSQ,165.0,0.733431,85.4667,22.86522911051213,480.0
mid,931,JSQ,233.0,0.633292,77.8667,25.67823639774859,659.0
mid,932,JSQ,410.0,0.009014,4.3333,23.349484536082475,18.0
mid,933,JSQ,278.0,0.526653,75.6,27.967161845191555,285.0
mid,934,JSQ,236.0,0.621417,83.6667,26.93804453049371,683.0
mid,935,JSQ,256.0,0.562167,69.8667,27.70241935483871,575.0
mid,936,JSQ,308.0,0.492139,75.0,30.915599095704597,267.0
mid,937,JSQ,293.0,0.454917,64.4,29.40154711673699,313.0
mid,938,JSQ,298.0,0.493292,70.2,25.536105032822757,460.0
mid,939,JSQ,294.0,0.570347,80.6,28.795020746887968,449.0
mid,940,JSQ,185.0,0.671181,81.3333,25.21030042918455,621.0
mid,941,JSQ,317.0,0.452111,64.0667,27.536369816451394,511.0
mid,942,JSQ,510.0,0.028917,15.4667,32.39101423487544,31.0
mid,943,JSQ,395.0,0.336014,54.0,31.729032258064517,319.0
mid,944,JSQ,153.0,0.679792,85.0667,25.516959064327484,501.0
mid,945,JSQ,280.0,0.502458,65.2,27.20275439938791,403.0
mid,946,JSQ,306.0,0.496319,73.3333,30.07250755287009,499.0
mid,947,JSQ,426.0,0.034972,18.8667,29.740473738414007,12.0
mid,948,JSQ,417.0,0.033931,14.5333,26.182240578213733,13.0
mid,949,JSQ,380.0,0.365306,54.1333,30.4013357619915,328.0
mid,900,PhaseC,153.0,0.727056,85.6,25.587671232876712,512.0
mid,901,PhaseC,539.0,0.020806,11.2,33.817429193899784,35.0
mid,902,PhaseC,209.0,0.649208,77.9333,28.1240478781284,560.0
mid,903,PhaseC,146.0,0.751292,81.5333,28.68211920529801,796.0
mid,904,PhaseC,441.0,0.014986,8.0,27.156939676311918,17.0
mid,905,PhaseC,214.0,0.633333,78.2,29.954741379310345,656.0
mid,906,PhaseC,505.0,0.109417,28.2,31.849327770050998,47.0
mid,907,PhaseC,255.0,0.602236,74.4,25.328445747800586,349.0
mid,908,PhaseC,459.0,0.02025,10.4,29.749628160634607,14.0
mid,909,PhaseC,489.0,0.047444,27.4667,36.898891966759,18.0
mid,910,PhaseC,297.0,0.433,69.7333,30.67163120567376,235.0
mid,911,PhaseC,247.0,0.607014,74.2667,25.16952380952381,432.0
mid,912,PhaseC,310.0,0.479111,71.4,32.74099616858238,260.0
mid,913,PhaseC,254.0,0.530889,64.4,30.4375,599.0
mid,914,PhaseC,396.0,0.013514,7.7333,24.19478357380688,14.0
mid,915,PhaseC,388.0,0.339278,46.8,27.34232613908873,324.0
mid,916,PhaseC,454.0,0.011319,6.6667,24.80591775325978,13.0
mid,917,PhaseC,381.0,0.060681,15.7333,24.159935379644587,36.0
mid,918,PhaseC,207.0,0.6395,76.8667,31.311586051743532,450.0
mid,919,PhaseC,390.0,0.003861,1.9333,19.454802259887007,12.0
mid,920,PhaseC,196.0,0.672431,82.2,24.86860465116279,738.0
mid,921,PhaseC,448.0,0.220194,34.2667,31.421162912519645,232.0
mid,922,PhaseC,443.0,0.022833,13.6,29.669474727452922,17.0
mid,923,PhaseC,306.0,0.502306,65.2,30.075301204819276,308.0
mid,924,PhaseC,117.0,0.807042,89.8667,22.7595818815331,777.0
mid,925,PhaseC,435.0,0.276125,45.4,30.23068669527897,297.0
mid,926,PhaseC,137.0,0.786889,87.1333,25.595446584938703,559.0
mid,927,PhaseC,546.0,0.069944,38.4667,37.635615251299825,41.0
mid,928,PhaseC,452.0,0.017514,10.4,26.254288597376387,14.0
mid,929,PhaseC,376.0,0.367833,56.0667,30.65998785670917,311.0
mid,930,PhaseC,406.0,0.014681,3.6667,24.17881852048962,19.0
mid,931,PhaseC,515.0,0.120333,31.0,33.073390364700586,91.0
mid,932,PhaseC,412.0,0.008986,5.5333,24.601120733571065,16.0
mid,933,PhaseC,423.0,0.021569,14.9333,28.625187406296853,13.0
mid,934,PhaseC,123.0,0.8115,92.8,19.307692307692307,901.0
mid,935,PhaseC,546.0,0.021847,9.8,33.77705907718844,14.0
mid,936,PhaseC,125.0,0.793278,87.0,25.295025728987994,633.0
mid,937,PhaseC,457.0,0.011667,6.7333,27.515594541910332,10.0
mid,938,PhaseC,332.0,0.418944,53.8667,25.846621621621622,399.0
mid,939,PhaseC,185.0,0.728583,85.0667,28.48216644649934,663.0
mid,940,PhaseC,498.0,0.023583,14.3333,30.971944840703756,13.0
mid,941,PhaseC,553.0,0.020611,7.6,31.430762675756284,33.0
mid,942,PhaseC,255.0,0.518458,67.9333,24.394915254237286,540.0
mid,943,PhaseC,516.0,0.135292,31.6,34.93283231564114,70.0
mid,944,PhaseC,150.0,0.688431,81.0,31.41235632183908,504.0
mid,945,PhaseC,400.0,0.260806,47.0667,33.266998341625204,161.0
mid,946,PhaseC,535.0,0.057069,31.2667,37.412906137184116,38.0
mid,947,PhaseC,427.0,0.020694,11.9333,27.49923273657289,11.0
mid,948,PhaseC,416.0,0.020486,11.2667,24.61849710982659,14.0
mid,949,PhaseC,381.0,0.358764,51.7333,29.157988165680475,328.0
