label,policy,display_name,execution_device,model_device,load,seed,ticks,wall_time_s,wall_time_excluding_initialization_s,simulated_ticks_per_s,initialization_time_ms,assignment_calls,assignment_mean_ms,assignment_median_ms,assignment_p95_ms,assignment_total_ms,completed_orders,completed_tasks,model_assign_calls,model_inference_calls,fallback_greedy_calls,audit_passed
jsq,jsq,JSQ,cpu,,mid,724,1500,47.6664551384747,47.6664551384747,31.46867111561758,0,1500,1.4340791298697393,1.2077176943421364,3.2398920506238937,2151.118694804609,711,2963,,,,True
hungarian,hungarian,Hungarian,cpu,,mid,724,1500,107.48488290607929,107.48488290607929,13.955450845219842,0,1500,0.9474045087893804,0.5832132883369923,2.947576902806759,1421.1067631840706,701,2943,,,,True
proposed_cpu,proposed,Proposed,cpu,cpu,mid,724,1500,160.8568856054917,160.83020209521055,9.325059318124643,26.683510281145573,1500,70.14062576616804,23.762700147926807,257.4148402549325,105210.93864925206,710,3015,1497,7473,0,True
proposed_cuda_0,proposed,Proposed,cuda:0,cuda:0,mid,724,1500,165.3459087247029,165.30868973117322,9.071890629585914,37.21899352967739,1500,73.36630152041714,21.44260285422206,282.5459678191691,110049.4522806257,710,3015,1497,7473,0,True
greedy,greedy,Greedy,cpu,,mid,725,1500,50.11547093838453,50.11547093838453,29.930877070759347,0,1500,1.1986011564731598,0.9629586711525917,2.850390737876296,1797.9017347097397,713,3003,,,,True
jsq,jsq,JSQ,cpu,,mid,725,1500,49.044874066486955,49.044874066486955,30.584235938021724,0,1500,1.4117353949695826,1.1550593189895153,3.218476567417383,2117.603092454374,706,2940,,,,True
hungarian,hungarian,Hungarian,cpu,,mid,725,1500,162.0075544435531,162.0075544435531,9.25882749821171,0,1500,45.695948803797364,27.018108870834112,153.81265808828175,68543.92320569605,370,3041,,,,True
proposed_cpu,proposed,Proposed,cpu,cpu,mid,725,1500,684.5456424765289,684.518943393603,2.1912344581923633,26.699082925915718,1500,70.04763620905578,58.67929197847843,125.7590163964778,105071.45431358367,316,1333,1497,2351,0,True
proposed_cuda_0,proposed,Proposed,cuda:0,cuda:0,mid,725,1500,685.7970717083663,685.7623262088746,2.1872359359356843,34.74549949169159,1500,68.4801323581487,54.89718494936824,122.49352610670027,102720.19853722304,316,1333,1497,2351,0,True
greedy,greedy,Greedy,cpu,,mid,726,1500,47.210855573415756,47.210855573415756,31.772353662758952,0,1500,1.1936709024012089,0.951678492128849,2.899605687707662,1790.5063536018133,726,3054,,,,True
jsq,jsq,JSQ,cpu,,mid,726,1500,42.17769888229668,42.17769888229668,35.56381784093958,0,1500,1.6481125224381685,1.5189005061984062,3.497576573863625,2472.168783657253,730,3069,,,,True
hungarian,hungarian,Hungarian,cpu,,mid,726,1500,53.1833329340443,53.1833329340443,28.20432487486702,0,1500,1.7788220848888159,0.8352105505764484,7.409037509933114,2668.233127333224,711,3011,,,,True
proposed_cpu,proposed,Proposed,cpu,cpu,mid,726,1500,159.40756359696388,159.37944617588073,9.409842081223362,28.117421083152294,1500,69.48000817373395,25.70944232866168,263.39635294862086,104220.01226060092,733,3088,1497,7198,0,True
proposed_cuda_0,proposed,Proposed,cuda:0,cuda:0,mid,726,1500,165.77238780260086,165.73812551051378,9.048551570519551,34.262292087078094,1500,73.32905678326885,22.439345717430115,284.92088243365276,109993.58517490327,733,3088,1497,7198,0,True
greedy,greedy,Greedy,cpu,,mid,727,1500,55.372993915341794,55.372993915341794,27.089017478327207,0,1500,1.1792633272707462,0.9916271083056927,2.886757766827941,1768.8949909061193,704,2966,,,,True
jsq,jsq,JSQ,cpu,,mid,727,1500,54.76158687192947,54.76158687192947,27.39146335382938,0,1500,1.6693282139798005,1.4303908683359623,4.023507563397288,2503.992320969701,704,2915,,,,True
hungarian,hungarian,Hungarian,cpu,,mid,727,1500,1166.3974639363587,1166.3974639363587,1.2860110265824818,0,1500,21.90013751635949,18.787831999361515,53.403262328356504,32850.20627453923,192,1133,,,,True
proposed_cpu,proposed,Proposed,cpu,cpu,mid,727,1500,247.46691044606268,247.44079785048962,6.06141644269219,26.112595573067665,1500,63.11525634365777,21.52829896658659,231.59972932189694,94672.88451548666,698,2866,1497,6344,0,True
proposed_cuda_0,proposed,Proposed,cuda:0,cuda:0,mid,727,1500,241.06049137096852,241.02061390783638,6.222504531825776,39.87746313214302,1500,58.212068459639944,16.589052975177765,212.7500232774764,87318.10268945992,698,2866,1497,6344,0,True
greedy,greedy,Greedy,cpu,,mid,728,1500,42.22848042380065,42.22848042380065,35.521050839295086,0,1500,1.2144827656447887,1.0563763789832592,2.8826577588915816,1821.724148467183,726,3001,,,,True
jsq,jsq,JSQ,cpu,,mid,728,1500,44.938195002265275,44.938195002265275,33.37917777793227,0,1500,1.2811438733090956,1.007347833365202,3.3945212606340642,1921.7158099636436,733,2983,,,,True
hungarian,hungarian,Hungarian,cpu,,mid,728,1500,57.32938767131418,57.32938767131418,26.16459133664448,0,1500,9.036575684944788,1.6384157352149487,45.0863114092499,13554.863527417183,624,3050,,,,True
proposed_cpu,proposed,Proposed,cpu,cpu,mid,728,1500,163.52696744631976,163.49958699569106,9.17279897881307,27.380450628697872,1500,80.81979344661038,4.241814371198416,303.58474720269436,121229.69016991556,730,2990,1497,8955,0,True
proposed_cuda_0,proposed,Proposed,cuda:0,cuda:0,mid,728,1500,157.1919921906665,157.1554306987673,9.542470828797503,36.56149189919233,1500,76.72310330656667,4.299693275243044,300.37900065071875,115084.65495985001,730,2990,1497,8955,0,True
greedy,greedy,Greedy,cpu,,mid,729,1500,52.525266527198255,52.525266527198255,28.557684694913082,0,1500,1.2413561611125867,1.050503458827734,2.919710334390402,1862.03424166888,751,3075,,,,True
jsq,jsq,JSQ,cpu,,mid,729,1500,40.49949813634157,40.49949813634157,37.037495994400956,0,1500,1.684086302916209,1.2487447820603848,4.306923737749456,2526.1294543743134,743,3020,,,,True
hungarian,hungarian,Hungarian,cpu,,mid,729,1500,94.71579578239471,94.71579578239471,15.836851579077504,0,1500,12.00560563740631,1.3089538551867008,52.81576616689563,18008.408456109464,622,2990,,,,True
proposed_cpu,proposed,Proposed,cpu,cpu,mid,729,1500,147.73486680723727,147.70781888160855,10.153324211251922,27.047925628721714,1500,65.457830335324,26.18149947375059,227.47258204035438,98186.74550298601,740,3000,1497,6652,0,True
proposed_cuda_0,proposed,Proposed,cuda:0,cuda:0,mid,729,1500,138.6983491210267,138.66594232060015,10.814836726651418,32.40680042654276,1500,59.357434041798115,21.785713266581297,206.25012461096037,89036.15106269717,740,3000,1497,6652,0,True
greedy,greedy,Greedy,cpu,,mid,730,1500,43.01280596200377,43.01280596200377,34.87333519522198,0,1500,1.2054841133455436,1.0493132285773754,2.87196752615273,1808.2261700183153,721,3038,,,,True
jsq,jsq,JSQ,cpu,,mid,730,1500,45.619273230433464,45.619273230433464,32.88083947377141,0,1500,1.1438918902228277,0.9412001818418503,2.8788549825549126,1715.8378353342414,722,3013,,,,True
hungarian,hungarian,Hungarian,cpu,,mid,730,1500,53.98662296589464,53.98662296589464,27.784660673211693,0,1500,1.0526322008421023,0.6998274475336075,3.6063699051737776,1578.9483012631536,724,3022,,,,True
proposed_cpu,proposed,Proposed,cpu,cpu,mid,730,1500,534.7320142425597,534.7036698758602,2.8051434364271772,28.34436669945717,1500,79.68667105461161,6.645531859248877,313.58243767172087,119530.0065819174,717,2968,1497,7354,0,True
proposed_cuda_0,proposed,Proposed,cuda:0,cuda:0,mid,730,1500,520.2521058022976,520.2173567349091,2.8832175463985896,34.74906738847494,1500,67.45179316028953,6.746188271790743,266.05411553755357,101177.68974043429,717,2968,1497,7354,0,True
